i,alpha,mover,alpha_hat,alpha_centered,alpha_hat_centered
69,2.05008468562714,FALSE,1.25767520788878,2.05582376310423,1.78996681088298
70,-0.491031166056535,TRUE,-0.968002583547696,-0.485292088579449,-0.435710980553489
71,-2.30916887564081,FALSE,-2.66994086640787,-2.30342979816372,-2.13764926341367
72,1.00573852446226,TRUE,0.731640008565592,1.01147760193935,1.2639316115598
73,-0.709200762582393,TRUE,-1.36862543135837,-0.703461685105307,-0.83633382836416
74,-0.688008616467358,FALSE,-1.14625413182415,-0.682269538990272,-0.613962528829944
75,1.0255713696967,FALSE,0.565793508879966,1.03131044717379,1.09808511187417
76,-0.284773007051009,FALSE,-0.715688737310614,-0.279033929573923,-0.183397134316408
77,-1.22071771225454,TRUE,-1.73893801958798,-1.21497863477745,-1.20664641659378
78,0.18130347974915,FALSE,-0.0325132259071257,0.187042557226236,0.499778377087081
79,-0.138891362439045,FALSE,-0.863998450444943,-0.133152284961959,-0.331706847450737
80,0.00576418589988693,TRUE,-0.896856265626067,0.0115032633769729,-0.364564662631861
81,0.385280401126331,FALSE,0.101317478322914,0.391019478603417,0.63360908131712
82,-0.370660031792409,TRUE,-0.934728827811428,-0.364920954315323,-0.402437224817222
83,0.644376548518833,TRUE,0.16491815330439,0.650115625995919,0.697209756298596
84,-0.220486561818751,FALSE,-1.10501092708069,-0.214747484341665,-0.572719324086481
85,0.331781963915697,FALSE,-0.164230622551246,0.337521041392783,0.36806098044296
86,1.09683901314935,TRUE,0.376178227088237,1.10257809062644,0.908469830082443
87,0.435181490833803,FALSE,-0.000637989602218392,0.440920568310889,0.531653613391988
88,-0.325931585531227,FALSE,-0.733764775418256,-0.320192508054141,-0.20147317242405
89,1.14880761845109,FALSE,0.571702950392406,1.15454669592818,1.10399455338661
90,0.993503855962119,FALSE,0.457848054500997,0.999242933439205,0.990139657495203
91,0.54839695950807,TRUE,-0.0586404137080672,0.554136036985156,0.473651189286139
92,0.238731735111441,FALSE,-0.38769933135209,0.244470812588527,0.144592271642116
93,-0.627906076039372,FALSE,-1.50801783716209,-0.622166998562286,-0.975726234167888
94,1.36065244853001,TRUE,0.93588580234354,1.3663915260071,1.46817740533775
95,-0.600259587147127,FALSE,-0.830717212627917,-0.594520509670041,-0.298425609633711
96,2.18733299301658,TRUE,1.46562767190082,2.19307207049367,1.99791927489502
97,1.53261062618519,FALSE,0.883783171054893,1.53834970366228,1.4160747740491
98,-0.235700359100477,TRUE,-0.982328485657421,-0.229961281623391,-0.450036882663215
99,-1.02642090030678,TRUE,-1.5774320369712,-1.02068182282969,-1.045140433977
100,-0.710406563699301,TRUE,-1.28467273828318,-0.704667486222215,-0.752381135288969
101,0.25688370915653,TRUE,-0.658378885820176,0.262622786633616,-0.12608728282597
102,-0.246691878462374,FALSE,-0.584767215932458,-0.240952800985288,-0.0524756129382518
103,-0.347542599397733,FALSE,-0.726784892054679,-0.341803521920647,-0.194493289060473
104,-0.951618567265016,FALSE,-1.53015012083162,-0.94587948978793,-0.997858517837417
105,-0.0450277248089203,FALSE,-0.372350321439282,-0.0392886473318343,0.159941281554924
106,-0.784904469457076,TRUE,-1.60597681425065,-0.77916539197999,-1.07368521125645
107,-1.66794193658814,FALSE,-2.37722237696822,-1.66220285911105,-1.84493077397402
108,-0.380226520287762,FALSE,-0.849039161144735,-0.374487442810676,-0.316747558150529
109,0.918996609060766,FALSE,0.196292291177574,0.924735686537852,0.72858389417178
110,-0.575346962608392,FALSE,-0.91821839949732,-0.569607885131306,-0.385926796503114
111,0.607964322225033,FALSE,-0.111547327890052,0.613703399702119,0.420744275104154
112,-1.61788270828916,FALSE,-2.00137658461393,-1.61214363081207,-1.46908498161973
113,-0.0555619655245394,FALSE,-0.717791233498032,-0.0498228880474534,-0.185499630503825
114,0.519407203943462,FALSE,-0.0884924618024787,0.525146281420548,0.443799141191728
115,0.301153362166714,FALSE,-0.00293388728205801,0.3068924396438,0.529357715712148
116,0.105676194148943,FALSE,-0.306697649601277,0.111415271626029,0.22559395339293
117,-0.640706008305376,FALSE,-0.598860486063977,-0.63496693082829,-0.0665688830697704
118,-0.849704346033582,TRUE,-1.5109547385577,-0.843965268556496,-0.978663135563498
119,-1.02412879060491,FALSE,-1.280726132363,-1.01838971312782,-0.748434529368798
120,0.117646597100126,FALSE,-0.426407884540397,0.123385674577212,0.105883718453809
121,-0.947474614184802,FALSE,-1.20712705966473,-0.941735536707716,-0.674835456670525
122,-0.490557443700668,FALSE,-0.671839796479958,-0.484818366223582,-0.139548193485752
123,-0.256092192198247,FALSE,-1.04594093941253,-0.250353114721161,-0.513649336418328
124,1.84386200523221,TRUE,1.31854265641458,1.8496010827093,1.85083425940878
125,-0.651949901695459,FALSE,-1.18027168422875,-0.646210824218373,-0.647980081234541
126,0.235386572284857,FALSE,0.101800155525369,0.241125649761943,0.634091758519575
127,0.0779608495637108,FALSE,-0.668399833448305,0.0836999270407968,-0.136108230454098
128,-0.961856634130129,FALSE,-1.13342214324994,-0.956117556653043,-0.601130540255735
129,-0.0713080861235987,FALSE,-0.485648163128269,-0.0655690086465127,0.0466434398659369
130,1.44455085842335,FALSE,0.976355248375274,1.45028993590044,1.50864685136948
131,0.451504053079215,TRUE,0.130674247242886,0.457243130556301,0.662965850237092
132,0.0412329219929399,FALSE,-0.325408655763069,0.0469719994700259,0.206882947231137
133,-0.422496832339625,FALSE,-1.37001520845205,-0.416757754862539,-0.837723605457841
134,-2.05324722154052,FALSE,-2.89184939415132,-2.04750814406343,-2.35955779115711
135,1.13133721341418,FALSE,0.794050847763378,1.13707629089127,1.32634245075758
136,-1.46064007092482,FALSE,-2.02717983100316,-1.45490099344773,-1.49488822800895
137,0.739947510877335,FALSE,0.450470100989221,0.745686588354421,0.982761703983427
138,1.90910356921748,TRUE,1.54537361880751,1.91484264669457,2.07766522180172
139,-1.4438931609718,FALSE,-1.99563516672959,-1.43815408349471,-1.46334356373538
140,0.701784335374711,FALSE,-0.057814085640773,0.707523412851797,0.474477517353433
141,-0.262197489402468,FALSE,-0.238214741838149,-0.256458411925382,0.294076861156057
142,-1.57214415914549,FALSE,-1.84638279788421,-1.5664050816684,-1.31409119489
143,-1.51466765378175,FALSE,-1.76758469256211,-1.50892857630466,-1.23529308956791
144,-1.60153617357459,FALSE,-2.07820359103823,-1.5957970960975,-1.54591198804403
145,-0.530906522170303,FALSE,-0.686680409537771,-0.525167444693217,-0.154388806543565
146,-1.4617555849959,TRUE,-1.26022247534357,-1.45601650751881,-0.727930872349362
147,0.687916772975828,TRUE,0.561480372997836,0.693655850452914,1.09377197599204
148,2.10010894052567,FALSE,2.10195043021699,2.10584801800276,2.63424203321119
149,-1.28703047603518,FALSE,-1.83056717963586,-1.28129139855809,-1.29827557664165
150,0.787738847475178,FALSE,-0.381993103389634,0.793477924952264,0.150298499604572
151,0.76904224100091,FALSE,0.342553152571391,0.774781318477996,0.874844755565597
152,0.332202578950118,TRUE,0.0654713199877861,0.337941656427204,0.597762922981992
153,-1.00837660827701,FALSE,-1.57312196698563,-1.00263753079992,-1.04083036399142
154,-0.119452606630659,FALSE,-0.294278480596083,-0.113713529153573,0.238013122398123
155,-0.280395335170247,FALSE,-0.96833416266355,-0.274656257693161,-0.436042559669344
156,0.56298953322048,FALSE,0.079790091764209,0.568728610697566,0.612081694758415
157,-0.372438756103829,FALSE,-1.18026732274224,-0.366699678626743,-0.647975719748039
158,0.976973386685621,TRUE,0.0488309581398654,0.982712464162707,0.581122561134072
159,-0.374580857767014,TRUE,-0.835882435831442,-0.368841780289928,-0.303590832837236
160,1.05271146557933,FALSE,0.58032915209707,1.05845054305642,1.11262075509128
161,-1.04917700666607,FALSE,-1.60029633107795,-1.04343792918898,-1.06800472808375
162,-1.26015524475811,FALSE,-1.68183923674242,-1.25441616728102,-1.14954763374821
163,3.2410399349424,FALSE,2.28519621542895,3.24677901241949,2.81748781842315
164,-0.416857588160432,TRUE,-1.03933309232275,-0.411118510683346,-0.507041489328547
165,0.298227591540715,FALSE,-0.292474993674296,0.303966669017801,0.23981660931991
166,0.636569674033849,FALSE,0.247107009544495,0.642308751510935,0.779398612538701
167,-0.483780625708744,FALSE,-0.806091293771445,-0.478041548231658,-0.273799690777238
168,0.516862044313609,FALSE,0.247643251413583,0.522601121790695,0.77993485440779
169,0.368964527385086,TRUE,-0.109527437115502,0.374703604862172,0.422764165878704
170,-0.215380507641693,TRUE,-1.23527600789667,-0.209641430164607,-0.702984404902459
171,0.0652930335253153,FALSE,-0.147358950683607,0.0710321110024013,0.384932652310599
172,-0.034067253738464,FALSE,-0.719349028198034,-0.028328176261378,-0.187057425203828
173,2.12845189901618,FALSE,1.69345749357892,2.13419097649327,2.22574909657312
174,-0.741336096272828,FALSE,-1.61544548239002,-0.735597018795742,-1.08315387939582
175,-1.09599626707466,FALSE,-1.27074099478516,-1.09025718959757,-0.738449391790949
176,0.0377883991710788,TRUE,-0.359425385689461,0.0435274766481648,0.172866217304745
177,0.310480749443137,FALSE,-0.25034190438264,0.316219826920223,0.281949698611566
178,0.436523478910183,FALSE,-0.0119375895507898,0.442262556387269,0.520354013443416
179,-0.458365332711106,FALSE,-0.526386353320846,-0.45262625523402,0.0059052496733607
180,-1.06332613397119,FALSE,-1.28532289445092,-1.0575870564941,-0.753031291456719
181,1.26318517608949,TRUE,0.691925061937931,1.26892425356658,1.22421666493214
182,-0.349650387953555,FALSE,-0.752647698810756,-0.343911310476469,-0.22035609581655
183,-0.865512862653374,TRUE,-1.62053430985674,-0.859773785176288,-1.08824270686253
184,-0.236279568941097,FALSE,-0.624486859331379,-0.230540491464011,-0.0921952563371732
185,-0.197175894348552,FALSE,-0.286261123262304,-0.191436816871466,0.246030479731903
186,1.10992028971364,TRUE,0.584229454035193,1.11565936719073,1.1165210570294
187,0.0847372921971965,FALSE,-0.317710771015916,0.0904763696742825,0.21458083197829
188,0.754053785184522,FALSE,0.266729650902068,0.759792862661608,0.799021253896274
189,-0.499292017172261,FALSE,-1.22396579664528,-0.493552939695175,-0.691674193651074
190,0.214445309581601,FALSE,-0.394883641945329,0.220184387058687,0.137407961048877
191,-0.324685911490835,FALSE,-0.93567530117947,-0.318946834013749,-0.403383698185264
192,0.0945835281735714,FALSE,-0.36024276716394,0.100322605650657,0.172048835830266
193,-0.895363357977542,FALSE,-1.18374074151772,-0.889624280500456,-0.651449138523512
194,-1.31080153332797,FALSE,-1.65093435614819,-1.30506245585088,-1.11864275315399
195,1.99721338474797,FALSE,1.91385559020067,2.00295246222506,2.44614719319487
196,0.600708823672418,FALSE,0.359631376440391,0.606447901149504,0.891922979434597
197,-1.25127136162494,FALSE,-1.58239544902991,-1.24553228414785,-1.05010384603571
198,-0.611165916680421,FALSE,-1.01305745682983,-0.605426839203335,-0.480765853835623
199,-1.18548008459731,TRUE,-1.92020414891586,-1.17974100712022,-1.38791254592166
200,2.19881034888372,FALSE,0.98234844581826,2.20454942636081,1.51464004881247
201,1.31241297643351,FALSE,1.13882141718527,1.3181520539106,1.67111302017947
202,-0.265145056696353,FALSE,-1.60030531953358,-0.259405979219267,-1.06801371653937
203,0.54319405923209,FALSE,-0.199621066915584,0.548933136709176,0.332670536078623
204,-0.41433994791886,FALSE,-0.755232318733333,-0.408600870441774,-0.222940715739126
205,-0.476246894615578,FALSE,-1.52337301342493,-0.470507817138492,-0.99108141043072
206,-0.788602837850243,FALSE,-1.25984797476789,-0.782863760373157,-0.727556371773686
207,-0.594617267459511,FALSE,-0.970673404529155,-0.588878189982425,-0.438381801534949
208,1.65090746733669,FALSE,1.16880365593576,1.65664654481378,1.70109525892996
209,-0.0540281250854405,TRUE,-0.709677424949986,-0.0482890476083545,-0.17738582195578
210,0.119245236427584,FALSE,0.122505171498542,0.12498431390467,0.654796774492749
211,0.243687429599092,FALSE,0.390888755459294,0.249426507076178,0.9231803584535
212,1.23247587848534,FALSE,0.658554346529467,1.23821495596243,1.19084594952367
213,-0.51606383094478,FALSE,-1.58452138871081,-0.510324753467694,-1.0522297857166
214,-0.992507150392037,FALSE,-1.28733968549826,-0.986768072914951,-0.755048082504058
215,1.67569693240319,FALSE,0.825641513046876,1.68143600988028,1.35793311604108
216,-0.441163216905286,FALSE,-1.16591359318755,-0.4354241394282,-0.633621990193347
217,-0.723065969939874,TRUE,-1.59269495718968,-0.717326892462788,-1.06040335419547
218,-1.23627311888329,FALSE,-1.63712044474873,-1.2305340414062,-1.10482884175453
219,-1.2847157223178,FALSE,-1.9524817968814,-1.27897664484071,-1.42019019388719
220,-0.573973479297987,FALSE,-1.29317175444055,-0.568234401820901,-0.76088015144634
221,0.617985817166529,FALSE,0.303197879511016,0.623724894643615,0.835489482505222
222,1.10984813892972,FALSE,0.397980328051053,1.11558721640681,0.930271931045259
223,0.707588353835588,FALSE,0.157447024385074,0.713327431312674,0.68973862737928
224,-0.363657297095253,FALSE,-0.624534812022786,-0.357918219618167,-0.0922432090285799
225,0.0597499373846007,TRUE,-0.696046208596152,0.0654890148616867,-0.163754605601946
226,-0.70459646368007,TRUE,-1.14747192935789,-0.698857386202984,-0.615180326363687
227,-0.71721816157401,TRUE,-1.17451601716781,-0.711479084096924,-0.642224414173605
228,0.88465049897692,FALSE,0.255318343126549,0.890389576454006,0.787609946120756
229,-1.01559257860354,FALSE,-1.31340984025697,-1.00985350112645,-0.781118237262766
230,1.95529396549246,FALSE,1.48729960800673,1.96103304296955,2.01959121100094
231,-0.0903195939658516,FALSE,-0.783394032041059,-0.0845805164887656,-0.251102429046853
232,0.214538826629216,FALSE,-0.285362087871361,0.220277904106302,0.246929515122846
233,-0.738527704739573,FALSE,-1.49875516878956,-0.732788627262487,-0.96646356579535
234,-0.57438868976327,TRUE,-0.998567620222151,-0.568649612286184,-0.466276017227945
235,-1.31701613230524,FALSE,-1.55187296300495,-1.31127705482815,-1.01958136001075
236,-0.182925388372727,FALSE,-0.653119535169377,-0.177186310895641,-0.120827932175171
237,0.418982404924464,FALSE,-0.267924353849015,0.42472148240155,0.264367249145192
238,0.32430434416138,TRUE,-0.377699822679541,0.330043421638466,0.154591780314665
239,-0.781536487054751,FALSE,-1.47196357973258,-0.775797409577665,-0.939671976738371
240,-0.788621970854002,FALSE,-1.3658506920022,-0.782882893376916,-0.833559089007995
241,-0.502198718342861,FALSE,-0.918739158836757,-0.496459640865775,-0.386447555842551
242,1.49606066984635,FALSE,1.09500203208664,1.50179974732344,1.62729363508084
243,-1.13730362066575,FALSE,-1.42326717862947,-1.13156454318866,-0.890975575635265
244,-0.179051594380198,FALSE,-0.87606955155117,-0.173312516903112,-0.343777948556964
245,1.90236182167893,FALSE,1.07013323346323,1.90810089915602,1.60242483645744
246,-0.100974885328808,TRUE,-0.571380843934561,-0.095235807851722,-0.039089240940355
247,-1.35984070382139,FALSE,-1.8825172299639,-1.3541016263443,-1.3502256269697
248,-0.664769435274062,FALSE,-1.5880780388246,-0.659030357796976,-1.05578643583039
249,0.485459978904878,FALSE,-0.542140538228465,0.491199056381964,-0.00984893523425867
250,-0.375602871669773,FALSE,-0.563299836827768,-0.369863794192687,-0.031008233833562
251,-0.561876363549783,FALSE,-1.53073366459886,-0.556137286072697,-0.998442061604652
252,-0.343917234128459,FALSE,-1.03180859165242,-0.338178156651373,-0.499516988658218
253,0.0904966471392212,TRUE,0.00857799364617973,0.0962357246163072,0.540869596640386
254,1.59850877114583,FALSE,0.670646796579745,1.60424784862292,1.20293839957395
255,-0.088565112138884,FALSE,-0.568984632662163,-0.082826034661798,-0.0366930296679568
256,1.08079949615152,FALSE,0.232552924625785,1.08653857362861,0.764844527619991
257,0.630754115650567,FALSE,0.0237961184114834,0.636493193127653,0.55608772140569
258,-0.113639895506141,FALSE,-0.860288290722099,-0.107900818029055,-0.327996687727893
259,-1.5329020028906,FALSE,-1.77616974726605,-1.52716292541351,-1.24387814427184
260,-0.52111731755252,FALSE,-0.911894505230842,-0.515378240075434,-0.379602902236636
261,-0.489870453138474,FALSE,-1.46271134977819,-0.484131375661388,-0.930419746783984
262,0.0471544327615272,TRUE,-0.706369627921519,0.0528935102386132,-0.174078024927313
263,1.30019867766682,FALSE,0.636827406920827,1.30593775514391,1.16911900991503
264,2.29307897383109,TRUE,2.13343218641423,2.29881805130818,2.66572378940844
265,1.54758105898377,TRUE,1.46502883349823,1.55332013646086,1.99732043649244
266,-0.133150964328944,FALSE,-0.613557713061719,-0.127411886851858,-0.0812661100675132
267,-1.75652739555764,TRUE,-2.05170398932176,-1.75078831808055,-1.51941238632755
268,-0.388779864071744,FALSE,-0.913452270162323,-0.383040786594658,-0.381160667168117
269,0.0892072230732945,FALSE,-0.471262507001733,0.0949463005503805,0.0610290959924729
270,0.845013004067436,TRUE,0.213369783083201,0.850752081544522,0.745661386077407
271,0.962527968484271,FALSE,0.535223655844778,0.968267045961357,1.06751525883898
272,0.684309429416465,FALSE,0.534955580234661,0.690048506893551,1.06724718322887
273,-1.39527434979947,FALSE,-2.16332153008409,-1.38953527232238,-1.63102992708989
274,0.849643045633355,FALSE,0.665722076047571,0.855382123110441,1.19801367904178
275,-0.446557216427222,FALSE,-0.58055498716665,-0.440818138950136,-0.0482633841724438
276,0.174802700161256,FALSE,-0.429410906463376,0.180541777638342,0.10288069653083
277,0.0745511771737346,FALSE,-0.473982275520619,0.0802902546508206,0.0583093274735871
278,0.428166764970506,FALSE,0.019518977232711,0.433905842447592,0.551810580226917
279,0.0246749828261399,FALSE,-0.810615364861471,0.0304140603032259,-0.278323761867265
280,-1.66747509758566,FALSE,-2.01161478097734,-1.66173602010857,-1.47932317798313
281,0.736495964773442,TRUE,0.136458851993882,0.742235042250528,0.668750454988088
282,0.386026568349676,FALSE,0.00966725432188142,0.391765645826762,0.541958857316088
283,-0.265651625278222,TRUE,-1.16295655466677,-0.259912547801136,-0.630664951672563
284,0.118144511046681,FALSE,-0.0778008141271539,0.123883588523767,0.454490788867052
285,0.134038645368463,FALSE,-0.545035844362625,0.139777722845549,-0.0127442413684191
286,0.221019468561002,FALSE,-0.180227977261581,0.226758546038088,0.352063625732625
287,1.64084616597749,FALSE,0.93092909373296,1.64658524345458,1.46322069672717
288,-0.219050378933476,FALSE,-0.661015344551256,-0.21331130145639,-0.128723741557049
289,0.168065383884658,TRUE,-0.135921963570528,0.173804461361744,0.396369639423678
290,1.16838387306909,FALSE,0.29595116653427,1.17412295054618,0.828242769528476
291,1.05418102337692,FALSE,0.435989130201291,1.05992010085401,0.968280733195497
292,1.14526311038036,TRUE,0.545494714164439,1.15100218785745,1.07778631715865
293,-0.577468001059557,FALSE,-1.38082807418029,-0.571728923582471,-0.848536471186082
294,2.00248273029283,FALSE,1.47816466241653,2.00822180776992,2.01045626541073
295,0.066700870930183,FALSE,-0.0648918162110544,0.072439948407269,0.467399786783152
296,1.86685184470686,FALSE,1.2425045814159,1.87259092218395,1.77479618441011
297,-1.35090268603071,FALSE,-1.90058839478377,-1.34516360855362,-1.36829679178956
298,0.0209835863542375,FALSE,-0.553595030244096,0.0267226638313235,-0.0213034272498902
299,1.24991457096922,TRUE,0.414394226674388,1.25565364844631,0.946685829668594
300,-0.715242187222796,FALSE,-1.47263882333112,-0.70950310974571,-0.940347220336909
301,-0.752688968217742,FALSE,-1.41788796595953,-0.746949890740656,-0.885596362965326
302,-0.938538703606894,FALSE,-1.68591462952826,-0.932799626129808,-1.15362302653405
303,-1.05251327933874,FALSE,-1.73664009646454,-1.04677420186165,-1.20434849347034
304,-0.437159533180399,FALSE,-1.39371506690738,-0.431420455703313,-0.861423463913176
305,0.331179172958982,FALSE,-0.466065340973898,0.336918250436068,0.0662262620203086
306,-2.01421049792072,FALSE,-2.79163301316446,-2.00847142044363,-2.25934141017025
307,0.211980433372292,FALSE,0.0228353797265405,0.217719510849378,0.555126982720747
308,1.23667504641657,FALSE,0.514899774986403,1.24241412389366,1.04719137798061
309,2.03757401824044,FALSE,1.56979204207675,2.04331309571753,2.10208364507095
310,1.30117599220059,TRUE,0.526736268284495,1.30691506967768,1.0590278712787
311,0.756774763795962,FALSE,0.325724241954098,0.762513841273048,0.858015844948305
312,-1.72673039911433,FALSE,-1.97768580163258,-1.72099132163724,-1.44539419863837
313,-0.601506708006782,TRUE,-0.552927150543279,-0.595767630529696,-0.0206355475490732
314,-0.352046456582617,FALSE,-0.554032185050826,-0.346307379105531,-0.0217405820566194
315,0.703523902756895,FALSE,0.0806066037406497,0.709262980233981,0.612898206734856
316,-0.105671334003774,FALSE,-0.0586880657014944,-0.099932256526688,0.473603537292712
317,-1.25864862806017,FALSE,-1.62061330433627,-1.25290955058308,-1.08832170134206
318,1.68443570809411,FALSE,0.850911869802606,1.6901747855712,1.38320347279681
319,0.911391291795963,FALSE,0.675595984204613,0.917130369273049,1.20788758719882
320,0.237430272491026,FALSE,-0.677685189972594,0.243169349968112,-0.145393586978388
321,1.21810861032581,FALSE,0.886200318349205,1.2238476878029,1.41849192134341
322,-1.33877428723497,FALSE,-2.03680021004914,-1.33303520975788,-1.50450860705493
323,0.6608202977898,TRUE,0.667639011596866,0.666559375266886,1.19993061459107
324,-0.522912376313422,TRUE,-1.13806002876096,-0.517173298836336,-0.605768425766756
325,0.683745521850713,FALSE,-0.056643677798877,0.689484599327799,0.475647925195329
326,-0.0608219546600742,FALSE,-0.347667827600993,-0.0550828771829882,0.184623775393214
327,0.632960713031451,FALSE,0.148425659201871,0.638699790508537,0.680717262196078
328,1.33551761505939,FALSE,0.844413356077564,1.34125669253648,1.37670495907177
329,0.00729009031689879,FALSE,-0.711606952273515,0.0130291677939848,-0.179315349279308
330,1.01755863695209,FALSE,0.374732251395811,1.02329771442918,0.907023854390017
331,-1.18843403514798,FALSE,-2.1851784399359,-1.18269495767089,-1.65288683694169
332,-0.721604440436015,FALSE,-0.95867221965835,-0.715865362958929,-0.426380616664144
333,1.51921771138818,FALSE,0.895850718726709,1.52495678886527,1.42814232172091
334,0.377387973023929,FALSE,-0.353144116421901,0.383127050501015,0.179147486572305
335,-2.05222282043373,FALSE,-2.54902111702978,-2.04648374295664,-2.01672951403558
