j,psi,psi_hat,psi_centered,psi_hat_centered
130,-0.190424466008048,0.473719642140275,-0.180896514922523,-0.0722910594336274
131,-0.226439174534211,0.344086190653653,-0.216911223448686,-0.201924510920249
132,-0.0059569096753347,0.566328001738568,0.00357104141019034,0.0203173001646652
133,0.656582953061655,1.38651113887785,0.66611090414718,0.840500437303944
134,-0.227138032429659,0.328863573215379,-0.217610081344134,-0.217147128358523
135,0.663757679265644,1.31696908470797,0.673285630351169,0.770958383134064
136,-0.976118961693366,-0.349903107156599,-0.966591010607841,-0.895913808730501
137,0.0567689602720744,0.474860494537964,0.0662969113575994,-0.0711502070359384
138,0.97317653445804,1.54181685824996,0.982704485543565,0.995806156676056
139,0.25880186443384,0.655570631931981,0.268329815519365,0.109559930358079
140,-0.744708039813376,-0.339420985002328,-0.735180088727851,-0.885431686576231
141,0.693194802831818,1.19655555478592,0.702722753917343,0.65054485321202
142,-0.483280283482613,0.0554459631258655,-0.473752332397088,-0.490564738448037
143,0.0767377500748686,0.627270181487032,0.0862657011603936,0.0812594799131299
144,0.557547849203112,1.0437054579352,0.567075800288637,0.497694756361299
145,-0.403847698511329,0.0938633590173471,-0.394319747425804,-0.452147342556555
146,-0.0912732991143429,0.577912963856998,-0.0817453480288179,0.0319022622830959
147,-0.655636296345473,-0.0864207320179908,-0.646108345259948,-0.632431433591893
148,0.421369198891991,0.890757072269585,0.430897149977516,0.344746370695683
149,0.076295264493462,0.783478630885085,0.085823215578987,0.237467929311182
150,0.217572384817066,0.684473290069903,0.227100335902591,0.138462588496001
151,-0.395914380714417,-0.0958593519573894,-0.386386429628892,-0.641870053531292
152,-0.357451628805958,0.110771564743539,-0.347923677720433,-0.435239136830363
153,-0.150096423377769,0.305497714517776,-0.140568472292244,-0.240512987056126
154,-0.173076149594613,0.530746656795137,-0.163548198509088,-0.0152640447787655
155,-0.173428474790325,0.24605995279984,-0.1639005237048,-0.299950748774062
156,-0.268016721660846,0.404162854818378,-0.258488770575321,-0.141847846755524
157,0.205333519208887,0.808583730185207,0.214861470294412,0.262573028611304
158,-0.219663160904696,0.25414868013084,-0.210135209819171,-0.291862021443063
159,-0.322988693601586,0.37352879751818,-0.313460742516061,-0.172481904055723
160,-0.763918937976516,-0.326550628661961,-0.754390986890991,-0.872561330235864
161,0.61371402185206,1.42220432125034,0.623241972937585,0.876193619676441
162,-1.0321492261225,-0.328608700192515,-1.02262127503698,-0.874619401766418
163,-0.122523208153981,0.0787009156091083,-0.112995257068456,-0.467309785964794
164,-0.178661954892664,0.28059531799859,-0.169134003807139,-0.265415383575312
165,0.188716831868813,0.641228979292241,0.198244782954338,0.0952182777183386
166,-0.42711208048262,0.286728669717772,-0.417584129397095,-0.259282031856131
167,-0.198743445675248,0.0714564860679986,-0.189215494589723,-0.474554215505904
168,0.602093307464703,0.986656020454686,0.611621258550228,0.440645318880783
169,-0.34627906685805,0.269066205778133,-0.336751115772525,-0.27694449579577
170,-0.932142132172588,-0.475241515792219,-0.922614181087063,-1.02125221736612
171,0.744468648440639,1.20091120113337,0.753996599526164,0.65490049955947
172,0.220663512684922,1.12314283713103,0.230191463770447,0.577132135557131
173,-0.280825754120429,0.423830788046558,-0.271297803034904,-0.122179913527345
174,-0.476775540745471,-0.264922341583585,-0.467247589659946,-0.810933043157487
175,-1.24732126503976,-0.448949770742177,-1.23779331395424,-0.994960472316079
176,0.473966926866136,0.770456648781108,0.483494877951661,0.224445947207205
177,-0.261440351629428,0.215008463613115,-0.251912400543903,-0.331002237960787
178,-1.06193104597992,-0.420853835348205,-1.0524030948944,-0.966864536922108
179,0.125857246040929,0.862874881940389,0.135385197126454,0.316864180366487
180,0.264349463315212,0.761556436456643,0.273877414400737,0.215545734882741
181,0.0231602879684078,0.67949607773356,0.0326882390539328,0.133485376159657
182,0.183816399031896,0.477641384880625,0.193344350117421,-0.0683693166932771
183,-0.0216424470000918,0.524853496857825,-0.0121144959145668,-0.021157204716078
184,0.55920396625891,0.782264934674924,0.568731917344435,0.236254233101021
185,0.186352975815346,0.611346731348609,0.195880926900871,0.0653360297747068
186,0.398586025482201,1.10861580463711,0.408113976567726,0.562605103063206
187,-0.221905749085498,0.3312245177657,-0.212377797999973,-0.214786183808203
188,-0.296537243648261,0.386490021006641,-0.287009292562736,-0.159520680567262
189,0.493408023931291,1.05595203463901,0.502935975016816,0.509941333065111
190,0.0964113165476908,0.452828360548954,0.105939267633216,-0.0931823410249482
191,-0.0965941399771105,0.431359109398177,-0.0870661888915855,-0.114651592175725
192,0.199525308188478,0.614663419898433,0.209053259274003,0.0686527183245305
193,-0.287718086747803,0.330288197357566,-0.278190135662278,-0.215722504216337
194,0.699040492993218,1.0031697085155,0.708568444078743,0.4571590069416
195,-0.659439753604147,-0.0698325749711108,-0.649911802518622,-0.615843276545013
196,0.0628257969495909,0.65690043039732,0.0723537480351159,0.110889728823417
197,0.128709208540329,0.727667550225584,0.138237159625854,0.181656848651682
198,0.426036058023838,0.850994355931478,0.435564009109363,0.304983654357575
199,0.457318189811199,0.936925326503223,0.466846140896724,0.390914624929321
200,-0.073619195165364,0.594697324994947,-0.064091244079839,0.0486866234210448
201,-0.571992525699067,0.113036509563228,-0.562464574613542,-0.432974192010675
202,0.197057770669049,0.720673389873393,0.206585721754574,0.174662688299491
203,0.436693795956889,1.24473013398419,0.446221747042414,0.698719432410285
204,0.16234896388153,0.817023888520511,0.171876914967055,0.271013186946608
205,-0.389253930892612,0.300680269927204,-0.379725979807087,-0.245330431646699
206,0.0280975136700362,1.00023232541591,0.0376254647555612,0.454221623842012
207,-0.805556036729699,-0.204962207776776,-0.796028085644174,-0.750972909350679
208,0.00460784251467183,0.578494853637536,0.0141357936001969,0.0324841520636331
209,-0.0343292766836851,0.43429545602736,-0.0248013255981601,-0.111715245546542
210,0.3690494636152,1.09540947548745,0.378577414700725,0.549398773913547
211,-0.329039878937835,0.191025833577169,-0.31951192785231,-0.354984867996733
212,-1.22285766150373,-0.720908424453472,-1.21332971041821,-1.26691912602737
213,0.146542370764831,0.951230925837312,0.156070321850356,0.405220224263409
214,-0.487371196623718,0.0163574362115037,-0.477843245538193,-0.529653265362399
215,0.231650487736204,1.05022946056125,0.241178438821729,0.504218758987343
216,-0.394549577478468,0.183895072232168,-0.385021626392943,-0.362115629341735
217,-0.533559681926788,0.0141637026082199,-0.524031730841263,-0.531846998965683
218,-0.123744022420312,0.462020510326619,-0.114216071334787,-0.0839901912472837
219,-0.815288489378081,-0.398198536062534,-0.805760538292556,-0.944209237636436
220,-0.343475472470289,0.20916856473191,-0.333947521384764,-0.336842136841993
221,-0.0436870877513591,0.602669385428319,-0.0341591366658341,0.0566586838544164
222,-0.376842293409572,-0.117453255105789,-0.367314342324047,-0.663463956679691
223,0.150334316584382,0.84804779130904,0.159862267669907,0.302037089735137
224,-0.084033175793185,0.263359046090462,-0.07450522470766,-0.282651655483441
225,-0.283346333855435,0.215900875338833,-0.27381838276991,-0.33010982623507
226,0.548948429218617,1.25902104459612,0.558476380304142,0.713010343022213
227,-0.229910200695241,0.00446950721934871,-0.220382249609716,-0.541541194354554
228,-0.113762114004877,0.37338765530051,-0.104234162919352,-0.172623046273392
229,0.224723768957726,0.819536589365391,0.234251720043251,0.273525887791489
230,0.566053154837461,1.14895307451063,0.575581105922986,0.602942372936726
231,-0.826825903822312,-0.316162758814105,-0.817297952736787,-0.862173460388008
232,-0.550706448252744,0.119757635162582,-0.541178497167219,-0.426253066411321
233,-0.459578048883352,0.0951224880740901,-0.450050097797827,-0.450888213499812
234,0.152644652798937,0.853971006166246,0.162172603884462,0.307960304592343
235,-0.0583611558733546,0.55893072093732,-0.0488332047878296,0.0129200193634174
236,0.568335396105952,1.11060026448359,0.577863347191477,0.564589562909686
237,-0.598078346982692,0.0749764271603398,-0.588550395897167,-0.471034274413563
238,-0.0513570951110105,0.373391493542809,-0.0418291440254855,-0.172619208031093
239,0.155622755531413,0.884302455778031,0.165150706616938,0.338291754204128
240,-1.01712484177002,-0.376395533504484,-1.0075968906845,-0.922406235078386
241,-0.320121901316817,0.281147651445022,-0.310593950231292,-0.264863050128881
242,0.913365445785541,1.73902309700213,0.922893396871066,1.19301239542823
243,-0.133102787523658,0.356540595609728,-0.123574836438133,-0.189470105964174
244,-0.212890908378476,0.566830314511383,-0.203362957292951,0.0208196129374808
245,0.494282386926533,1.13080217212475,0.503810338012058,0.584791470550851
246,0.405037259420758,0.964136971089128,0.414565210506283,0.418126269515225
247,0.39127875007097,0.684809368277679,0.400806701156495,0.138798666703777
248,0.0880679942766391,0.487229324809292,0.0975959453621641,-0.0587813767646103
249,-0.149885188403711,0.499513001279728,-0.140357237318186,-0.0464977002941743
250,0.304497999616737,0.860357696983203,0.314025950702262,0.3143469954093
251,0.197330086946086,1.13046000507927,0.206858038031611,0.584449303505365
252,0.281223580795868,0.826124453637156,0.290751531881393,0.280113752063253
253,0.658235889444152,1.44645642009888,0.667763840529677,0.900445718524973
254,-0.248534798337078,0.320351905741365,-0.239006847251553,-0.225658795832538
255,-0.851280545980636,-0.654353120771192,-0.841752594895111,-1.20036382234509
256,-1.09745213858495,-0.267268076303685,-1.08792418749943,-0.813278777877587
257,0.738959912395377,1.27288947489409,0.748487863480902,0.726878773320191
258,-0.157551877132711,0.322906773354436,-0.148023926047186,-0.223103928219466
259,-0.44081440240345,0.156975569143972,-0.431286451317925,-0.389035132429931
260,-0.553465592330836,-0.0655712950232586,-0.543937641245311,-0.611581996597161
261,-0.465337445219698,0.0794683800938272,-0.455809494134173,-0.466542321480075
262,-0.0699043452232419,0.29012030116402,-0.0603763941377169,-0.255890400409883
263,-0.253130527792918,0.270428125574232,-0.243602576707393,-0.275582575999671
264,-0.512673600460274,0.00754816111801693,-0.503145649374749,-0.538462540455886
265,-0.105934144299052,0.304721324322745,-0.096406193213527,-0.241289377251157
266,0.313334023705327,0.866224476080558,0.322861974790852,0.320213774506655
267,-0.788315145432204,-0.397068823462109,-0.778787194346679,-0.943079525036011
268,1.24318885243166,1.94725004072725,1.25271680351719,1.40123933915334
269,-0.0390224317104084,0.583843909278217,-0.0294944806248834,0.0378332077043148
270,0.434931127611122,0.766770763446606,0.444459078696647,0.220760061872703
271,0.0104292545831385,0.692270138563159,0.0199572056686635,0.146259436989257
272,0.499369946920751,0.994776949029231,0.508897898006276,0.448766247455328
273,0.541003168612106,0.987224102679312,0.550531119697631,0.441213401105409
274,0.985965988561169,1.6718592136515,0.995493939646694,1.1258485120776
275,-0.421677022447294,0.256467988699232,-0.412149071361769,-0.28954271287467
276,1.06483426884597,1.81277467910038,1.0743622199315,1.26676397752647
277,0.00102051916579039,0.871825252207296,0.0105484702513154,0.325814550633393
278,-0.177302213395718,0.298924952746133,-0.167774262310193,-0.24708574882777
279,-1.48544118062955,-1.00595692868562,-1.47591322954403,-1.55196763025952
280,-0.991887212016997,-0.609164441997098,-0.982359260931472,-1.155175143571
281,-0.143428957373898,0.739165201739861,-0.133901006288373,0.193154500165958
282,0.262971313204695,0.810089162194196,0.27249926429022,0.264078460620294
283,-0.286277058221738,0.261802080843688,-0.276749107136213,-0.284208620730214
284,-0.162158138833604,0.561682749262375,-0.152630187748079,0.0156720476884721
285,-0.506416218413942,0.232401714034248,-0.496888267328417,-0.313608987539654
286,0.893926501999446,1.49712614744148,0.903454453084971,0.951115445867578
287,-0.538171605108369,-0.0741019421617605,-0.528643654022844,-0.620112643735663
288,0.235915411517782,0.942612274738501,0.245443362603307,0.396601573164599
289,0.0911606578345781,0.547481686604893,0.100688608920103,0.00147098503099097
290,0.038127618315084,0.534176144346246,0.047655569400609,-0.0118345572276569
291,0.193974654234949,0.702889767949041,0.203502605320474,0.156879066375139
292,-0.216593073221085,0.128482368068823,-0.20706512213556,-0.417528333505079
293,0.13684253794772,0.750125710296135,0.146370489033245,0.204115008722233
294,0.719344211188655,1.15360501542637,0.72887216227418,0.607594313852473
295,-0.128203770565416,0.532313220570075,-0.118675819479891,-0.013697481003827
296,0.630116196177748,0.924645957967058,0.639644147263273,0.378635256393156
297,-0.230898959292882,0.351085538071664,-0.221371008207357,-0.194925163502239
298,-0.0664131989349691,0.47899511154989,-0.0568852478494441,-0.0670155900240129
299,0.0172351710896311,0.427994086832718,0.0267631221751561,-0.118016614741185
300,-0.197584929689415,0.40406610272787,-0.18805697860389,-0.141944598846032
301,-0.154499577191578,0.556597028611282,-0.144971626106053,0.0105863270373799
302,0.15379939636624,0.744534235275928,0.163327347451765,0.198523533702025
303,-0.941978704317813,-0.287367492655746,-0.932450753232288,-0.833378194229648
304,0.913242038148433,1.29511419347952,0.922769989233958,0.749103491905619
305,-0.088982501668284,0.208041207666788,-0.079454550582759,-0.337969493907114
306,0.182072703874825,0.380454760093019,0.19160065496035,-0.165555941480884
307,0.193649098811191,0.818922354239947,0.203177049896716,0.272911652666044
308,0.414459425525615,1.03144015298841,0.42398737661114,0.485429451414503
309,-0.701449026206123,0.100784819271337,-0.691921075120598,-0.445225882302566
310,0.0417330293348273,0.528882007305649,0.0512609804203523,-0.0171286942682531
311,0.302977765837356,0.942835353868202,0.312505716922881,0.396824652294299
312,0.250524705859024,0.962447578717672,0.260052656944549,0.416436877143769
313,0.0504815666351556,0.390203011839312,0.0600095177206806,-0.155807689734591
314,-0.5504318600935,-0.204779828844057,-0.540903909007975,-0.750790530417959
315,-0.141048867094792,0.357111818461445,-0.131520916009267,-0.188898883112457
316,-1.20563947341765,-0.540330767284957,-1.19611152233213,-1.08634146885886
317,-0.00103775268145969,0.677452212521861,0.00849019840406535,0.131441510947958
318,0.254012315892501,1.00668099465676,0.263540266978026,0.460670293082859
319,-0.263284081124377,0.538195757395978,-0.253756130038852,-0.00781494417792483
320,0.721018426953215,1.2499162136883,0.73054637803874,0.703905512114399
321,-0.343713808055748,0.222014601486031,-0.334185856970223,-0.323996100087871
322,-0.0105938442077742,0.607422663510181,-0.00106589312224916,0.0614119619362788
323,0.606978363909363,1.02930764446043,0.616506314994888,0.483296942886529
324,0.0500856558820349,0.886431281928337,0.0596136069675599,0.340420580354434
325,-1.09816911933536,-0.770728092083009,-1.08864116824983,-1.31673879365691
326,0.00975719280271686,0.530252315553614,0.0192851438882419,-0.0157583860202885
327,0.0774283083219715,0.631081481625783,0.0869562594074965,0.0850707800518801
328,-0.215405211709839,0.394954342220929,-0.205877260624314,-0.151056359352973
329,0.106197246086497,0.539648355315272,0.115725197172022,-0.00636234625863041
330,0.529253062320354,1.11861516121873,0.538781013405879,0.572604459644831
331,0.0533280423240262,0.806622300290908,0.0628559934095512,0.260611598717006
332,-0.476474054442137,0.207891099613633,-0.466946103356612,-0.338119601960269
333,0.701156672366746,1.1130685063609,0.710684623452271,0.567057804787001
334,0.98957303954867,1.49263572156291,0.999100990634195,0.946625019989009
335,0.450732888854054,0.977707185437542,0.460260839939579,0.43169648386364
336,0.271652456990233,0.847580869389246,0.281180408075758,0.301570167815344
337,-0.115200495902869,0.370956634544077,-0.105672544817344,-0.175054067029825
338,-0.62491040457145,0.264653886130632,-0.615382453485925,-0.28135681544327
339,0.0709213573303861,0.657813116389943,0.0804493084159111,0.11180241481604
340,-0.616044597154406,-0.249731441807973,-0.606516646068881,-0.795742143381875
341,0.31282073624207,0.801780165742775,0.322348687327595,0.255769464168873
342,0.476491668609304,1.14399063780107,0.486019619694829,0.597979936227168
343,0.422247577544242,0.725633588560086,0.431775528629767,0.179622886986184
344,0.334254809956742,0.791754079255063,0.343782761042267,0.24574337768116
345,0.0782288159931284,0.692901561547837,0.0877567670786534,0.146890859973935
346,0.301770606660121,0.650021215638949,0.311298557745646,0.104010514065046
347,0.807175990964927,1.61675523621459,0.816703942050452,1.07074453464068
348,0.0244077009029063,0.522724741285556,0.0339356519884313,-0.0232859602883468
349,0.889802718262442,1.81289963457814,0.899330669347967,1.26688893300424
350,-0.126495628491376,0.0881458578822455,-0.116967677405851,-0.457864843691657
351,0.863048130876048,1.29739994260343,0.872576081961573,0.751389241029532
352,0.0786132679147119,0.849669071057866,0.088141219000237,0.303658369483964
353,0.368264518881159,0.899596992928047,0.377792469966684,0.353586291354145
354,-0.221776655415738,0.258408322162997,-0.212248704330213,-0.287602379410905
355,-0.494353245008882,-0.0498136737159198,-0.484825293923357,-0.595824375289822
356,-0.209335535707785,0.579089638672978,-0.19980758462226,0.0330789370990757
357,0.175131342164596,0.53171547701335,0.184659293250121,-0.0142952245605529
358,-0.264854491867268,0.562443745342113,-0.255326540781743,0.0164330437682102
359,0.687817560876235,1.27138959021963,0.69734551196176,0.725378888645725
360,0.528493515552406,0.932580911260679,0.538021466637931,0.386570209686777
361,0.303558110490104,0.719339923954109,0.313086061575629,0.173329222380207
362,-0.214810640917557,0.421407213894956,-0.205282689832032,-0.124603487678947
363,0.16962179000328,0.687535448467189,0.179149741088805,0.141524746893287
364,-0.100274681038555,0.177016935102524,-0.09074672995303,-0.368993766471379
365,0.827996803197391,1.26572857883767,0.837524754282916,0.719717877263768
366,-0.347896652461422,0.0646385597005508,-0.338368701375897,-0.481372141873352
367,0.10490848457761,1.01899176678787,0.114436435663135,0.47298106521397
368,-0.320653805534184,0.0639181551473533,-0.311125854448659,-0.482092546426549
369,0.244065714143905,0.990391357365844,0.25359366522943,0.444380655791942
370,1.45997052170481,2.05492572809997,1.46949847279034,1.50891502652607
371,0.127039570954437,0.996021752381973,0.136567522039962,0.45001105080807
372,0.0963671268647615,0.439978534128512,0.105895077950287,-0.106032167445391
373,0.21769581083559,1.02529413758139,0.227223761921115,0.479283436007489
374,-0.0473596167968306,0.598205735336432,-0.0378316657113056,0.0521950337625295
375,0.791816888184758,1.3346335156304,0.801344839270283,0.788622814056499
376,-0.0453803467202451,0.885698517352017,-0.0358523956347201,0.339687815778114
377,-0.0726315087261554,0.72421460673146,-0.0631035576406304,0.178203905157557
378,0.228025383435924,0.614195272149767,0.237553334521449,0.0681845705758649
379,0.0317711689095088,0.367546828501712,0.0412991199950338,-0.17846387307219
380,-0.192967119717263,0.322756491518179,-0.183439168631738,-0.223254210055723
381,-0.492808405093231,0.230267614455752,-0.483280454007706,-0.31574308711815
382,0.552870146074092,1.12398338009222,0.562398097159617,0.577972678518322
383,0.267954171824306,1.02895678298632,0.277482122909831,0.482946081412423
384,-0.364933265664914,0.0150690775283065,-0.355405314579389,-0.530941624045596
385,0.244406798212316,0.618235540328128,0.253934749297841,0.0722248387542255
