i,alpha_hat
479,-0.8194947216769541
480,-0.7678478642735416
481,-0.3636222018352523
482,1.0530034142594804
483,-0.2697171612357506
484,0.2178073626798892
485,0.44430010758964894
486,0.5824233953905134
487,-1.0804980539440407
488,1.3880723278445932
489,-1.0763658538208043
490,-0.7113539040992425
491,0.5277753159092772
492,0.38528780972528354
493,-2.0503838896632467
494,-0.9852506568519606
495,-2.0892905515580824
496,-0.34921236996635296
497,-0.7450709395504309
498,-0.029787454095898336
499,0.2385420130681435
500,-0.5667492125799947
501,-2.1369023875168023
502,0.2469277148630677
503,0.2596734394608111
504,-2.0159712464276276
505,-0.21202534278174312
506,-1.6080753869592455
507,-2.5368957355624078
508,-0.17159396066851096
509,-0.8148522690775258
510,-0.8090718229000871
511,-0.473217070213938
512,0.3046366869211026
513,-0.0019431440648201154
514,-1.0457006279310654
515,-1.2531492679273426
516,-0.7663921098441828
517,-0.3043262541637548
518,-1.7095188738086171
519,-1.256016232793761
520,0.19398255757996863
521,-0.7974373546092106
522,-1.7192322726431675
523,-1.23946153354213
524,0.9530051009924408
525,-0.07193065390925091
526,0.716643576915411
527,-0.1948183758109944
528,-0.08340674981164065
529,-1.0117801414012462
530,-0.2940913857122766
531,-1.2819985895296897
532,-1.6308308843324484
533,-0.3648264528468444
534,1.5041418348144853
535,-0.07042165379579773
536,0.39294288368586683
537,-0.012899367561536312
538,-1.0208073279799188
539,-0.11989223652846509
540,-1.007845198888996
541,-0.9279376358663936
542,0.1381693112763986
543,-1.60254422148212
544,0.918459882763561
545,0.08170705134099276
546,-1.7597803130932061
547,-0.07970773739461748
548,1.8603079076865707
549,-1.1919645181473644
550,-0.06324116124857015
551,-1.3805054590466634
552,0.6289948264948056
553,0.12536172815543256
554,1.385355233923675
555,-1.7228723095656981
556,-0.7474358432819297
557,-1.1356754659789023
558,-0.6498766692461501
559,-1.0224772506739268
560,-1.733722225049789
561,-0.43817783412888534
562,-1.6460843320578515
563,1.13187106295315
564,-1.8084051796690201
565,-0.37165822582349267
566,0.21591965205074698
567,-0.24861161394106557
568,-1.1433459846644514
569,-0.323099690028396
570,0.4803060186146517
571,-1.7439655591876217
572,-1.2995877693697164
573,-0.03815275493902681
574,-0.8022926649347987
575,0.7692436721179252
576,0.008972479655615095
577,-0.8751343242897586
578,-2.09717073293349
579,-0.6040783129696566
580,-0.8334713238488005
581,-0.47095536807672644
582,-1.8539703284433393
583,-0.16681382923178423
584,-2.059276646859996
585,-0.5093506857824711
586,0.4081888763614089
587,-0.988339559841294
588,-0.050990546915310464
589,-1.6276202012002359
590,-4.01089558956305
591,-0.2504202934707875
592,-0.14411897186616607
593,-0.6799885392643241
594,0.14439609679290955
595,-1.6523093002655358
596,-0.637474667239897
597,-2.6164334977529045
598,0.6598793471766554
599,1.486350183847084
600,0.48577049292653174
601,-0.31047767454897635
602,-0.6651209540088981
603,-1.9940807430119065
604,0.2767698094075405
605,-0.5331859232993029
606,-1.4002221493235705
607,-1.8286449121314843
608,-0.5140973712584427
609,-1.0237612529256204
610,-0.74952910789128
611,-1.3874991175008027
612,0.9562552595790992
613,-0.7121161699461447
614,0.5429115955586962
615,-3.208581576596822
616,-1.310781380941413
617,-1.2904159755741706
618,-1.4249664716507915
619,1.3079970997712564
620,-1.6189876643530066
621,0.08763858008566805
622,0.151505930515482
623,-0.381286241412384
624,-1.1191672972127213
625,0.15704363015028838
626,-0.3924067688623581
627,-1.9159244405735119
628,-1.9571503855751504
629,1.4411442922194495
630,-1.2537661707852807
631,-2.6749134071380287
632,0.23484252584879184
633,-0.12078703260764156
634,-2.157672679821138
635,-2.086987721795615
636,-0.2157535048204411
637,0.6333425541316442
638,-0.18804661068753947
639,-1.4563639272840319
640,-1.6789217331961925
641,-0.23047289355839484
642,-0.03291373354521232
643,0.2847864730704269
644,-0.9018292209932606
645,0.4289296742874427
646,-1.6503469378479123
647,-0.9315002396387967
648,-0.01890385235531694
649,-0.42367013214198135
650,-2.7468683552721282
651,-0.8160798783868838
652,0.037230623350210934
653,-1.5428619441771478
654,0.4081145257095258
655,-1.3253234415912067
656,0.7300388054694605
657,-0.3241469750020275
658,-0.0038120533973691195
659,-0.48969263494630044
660,0.0750229600306771
661,0.9741045439068792
662,1.621731858643559
663,0.05499727061510451
664,-2.4719414083475595
665,-0.22936401309496746
666,-0.06660095541763877
667,-0.6910212475197235
668,-0.5073692978612214
669,0.9371533466822646
670,-1.1393500970006902
671,-0.6375145438143099
672,0.34738200807951825
673,-1.2165768315750778
674,-0.5448629494281044
675,-2.343553155997466
676,-1.810327693499455
677,-2.0785826118570703
678,-1.1560672130221255
679,-0.5988659411638737
680,-0.2655312861313649
681,0.6104925041000815
682,-0.501697272756888
683,-1.5333140014601687
684,-1.3679806402819223
685,-1.0031418202596454
686,-0.609340380787258
687,-0.4261977464689619
688,-0.4984351947104423
689,-3.0744896637941697
690,-0.9721216720979825
691,0.5605291277310356
692,0.7339380969179821
693,-1.3801554307073631
694,-1.8362027847722917
695,1.900836251946062
696,-0.9057448705852127
697,-0.6906069767726791
698,-0.06559153808141191
699,-2.4107155581624826
700,-1.2358030781120215
701,-2.1036005422574817
702,-1.539391976378346
703,-0.5491350310310092
704,-2.1378932518470384
705,0.37412019637735106
706,-0.0004548587750108357
707,-1.1909458373473516
708,-0.3836014979442844
709,0.08390741757223336
710,0.6358300415690358
711,-0.5103760313039732
712,-0.43286737456388513
713,-0.434392190585815
714,1.4112917426152611
715,0.33383997720718595
716,0.37828695207475327
717,-1.1114169542861168
718,-0.15099423274720003
719,-0.4296851800811733
720,-1.2452301036398226
721,-2.142348173528231
722,0.3487223105654785
723,-1.774000862436383
724,-0.4952326401438474
725,-0.561038503081757
726,0.010695579604744987
727,-0.4280748524911705
728,-1.5060145136690597
729,0.6311741740295949
730,1.0044100520642663
731,0.5827735846290771
732,-2.2316787226716195
733,0.7803584208311406
734,-0.6709592652996755
735,0.018052866786878285
736,0.08510246379941125
737,-0.490799100947636
738,-0.19985622168130443
739,0.23620833654065798
740,0.35818108287823547
741,0.6829346990476179
742,1.8323213212665168
743,0.24802368420225263
744,-0.5261649731603314
745,-2.785457037945172
746,1.905504392208862
747,-1.2664404820744688
748,1.3014242266919813
749,-0.27576636321515235
750,1.1253922341914415
751,-0.5639556030811077
752,0.34357415610236214
753,-0.44011933732387165
754,-0.6010424090916233
755,-0.4189656212648833
756,0.6491782489206896
757,-0.4125589555912421
758,-2.8924270796315534
759,-0.6770870964687419
760,0.6700776221741416
761,0.09443056519480306
762,0.039940040876273786
763,-1.802459250833767
764,-0.6733481741265943
765,-0.09678129862508245
766,0.21284036179812238
767,-0.9562988347148708
768,-0.9751200881472036
769,1.081770213674953
770,-2.102031584649301
771,-1.257643259415047
772,0.003154435583976767
773,-2.2122668020872958
774,-0.24666624387179617
775,1.5492301298563307
776,-0.8449628315761321
777,-0.8516378463805088
778,-0.2467925239076254
779,-0.763926283492929
780,0.18563762325784272
781,0.034628774309096944
782,-1.0541832773164224
783,-2.038165411537676
784,-2.035994531448341
785,-1.1775875318658777
786,0.48938303194382404
787,-2.462681551759282
788,-2.2962437064320937
789,-1.3863730186757106
790,-0.14955298538845
791,-1.3606567673045864
792,0.23804339755179516
793,-0.2685597564476181
794,-0.6283953761921595
795,0.42893343906518966
796,-0.34188824019510416
797,-1.3767796511497574
798,-0.3357280232298583
799,0.276096410774799
800,-0.12092107952601122
801,-1.1993359489699187
802,0.49516804462252423
803,0.46019769314205294
804,-0.6582250143766887
805,-0.2714723397390937
806,-0.8099432314207561
807,1.5484304998023242
808,-0.3028653571295271
809,-0.48927740092894323
810,-3.148317454061676
811,-2.018728317158509
812,-0.42557459673754605
813,0.1995044926734182
814,-0.06467879739956861
815,0.4481057049699835
816,-0.5428402779691336
817,0.5406767606720918
818,-1.838231921703485
819,-1.7856577018693367
820,-1.3510180113453498
821,0.39725555638975807
822,-0.2701594997083874
823,0.616513183455847
824,-0.47103912718390145
825,-1.5419429687892763
826,-0.763974500061593
827,-2.03416430304512
828,-0.8006525828303029
829,-1.7213165348006685
830,0.27235592349230175
831,-1.0903949047722197
832,0.19620081667342856
833,1.0672677458366548
834,-0.8719986707349277
835,-0.11936465191253093
836,-2.2045632389395484
837,-1.6305098583305715
838,-0.5343728397308867
839,-0.175662321920942
840,-1.4506799484143298
841,1.6589926701885978
842,-0.9017978757014347
843,-0.42846489997729587
844,0.10274950451079934
845,0.001529993629215659
846,-1.2172632989947791
847,0.47235066132337683
848,1.1565210970624489
849,-0.7140240256197306
850,0.061979694404565855
851,-0.198804943527521
852,0.4410099959518894
853,-2.0771885707813227
854,1.4518666073966298
855,-1.1445406361217734
856,-1.9352295548792031
857,-0.7481692833620786
858,-0.37248189303242796
859,1.2043760866810342
860,0.8703978151759336
861,-0.7043102064336846
862,-1.951826768097373
863,-1.8632167897589722
864,-0.19641645175537048
865,2.2276157373732883
866,-2.7684934165630413
867,0.9571829106615144
868,-0.9490795782580523
869,1.0978471888025065
870,-1.5688388870896746
871,-0.39512596097324315
872,-1.3954376334613503
873,0.26557631273914173
874,0.1623825960071008
875,1.6906692545593105
876,0.20604845534888008
877,1.5964841114193447
878,0.22132085018170436
879,-0.7998717511381847
880,-0.09700104777413643
881,-1.5736798338090807
882,-0.9156491582772055
883,0.7902191907063845
884,-0.35685925920043776
885,-0.46938552683650053
886,-1.3946371311263168
887,-1.3006862950425426
888,-1.5563505014470667
889,-0.46341158964308404
890,-1.540956474285963
891,0.4173501495693802
892,-1.765629893041949
893,1.339266922073852
894,0.05908863492508609
895,-1.2330390891458536
896,0.18898833965375708
897,-0.5178942063987886
898,0.07373449808208976
899,-0.26310704685056274
900,-1.3205057825348452
901,-1.2290994647399893
902,-0.48902996673918236
903,1.2965879447612707
904,0.9294508361580593
905,-1.0507564289293447
906,0.502981231975431
907,-0.4725984144113377
908,0.09194550628995146
909,-0.6293197327249864
910,1.9642544431076705
911,-1.2488624392158678
912,-0.3349754041407254
913,-2.1366964379642392
914,-0.0013300737364879134
915,0.6102571842964547
916,0.48275071053420515
917,-2.4933370498640137
918,-0.22521576496736967
919,1.0138739054528112
920,-1.1761813008862207
921,-0.6397385679514801
922,-0.07337785892809567
923,0.0030865915586187342
924,-0.18765199897558804
925,0.8674525207985198
926,-0.5158144479148958
927,0.18199057457228324
928,2.382528111522222
929,-0.3126731367870696
930,-0.2682445404323998
931,-1.9008654413644344
932,-0.24990866762566843
933,-0.5530030350898463
934,-0.5107953177323549
935,-1.2360606139714938
936,-1.5028855819011329
937,-1.3201185335479904
938,-0.8595249365261471
939,0.5594968038106973
940,0.3189343445246767
941,-1.2500173686010791
942,-2.2033074851098244
943,-1.276027023816169
944,-0.9694804675005877
945,-0.42294838660233836
946,-1.307768597468587
947,1.226824820076639
948,-1.096994808538328
949,-1.368017836903019
950,-0.269588648151085
951,-1.3598496752672422
952,0.06464560879766035
953,-0.13179969522461144
954,8.518378831534612e-05
955,-1.8391156583877548
956,-0.3887339490606866
957,-0.4937723786490439
958,-2.0037747970796067
959,0.29673066665719194
960,0.39936312318656786
961,2.162899613671544
962,-0.034664695669304774
963,-0.38812737419133825
964,-0.5343321411317521
965,-0.935914114297919
966,-2.6646516694004703
967,-2.1974634284813668
968,-0.5455685753962201
969,-1.2679019588296065
970,-0.40680778157322384
971,-2.479013321488849
972,-1.6953144124375954
973,-1.5743160384987254
974,0.329957923218471
975,-1.8451242116640025
976,-1.5597351888710822
977,-0.21596387113710513
978,-0.893773270386719
979,-0.420922876543137
980,1.6351792136688599
981,-2.020281988353873
982,-0.5645708171149317
983,-1.1637129361675265
984,1.0684160818476478
985,-1.3427639348629674
986,-0.6214376783730056
987,0.7062099054085894
988,-1.4373650434675278
989,0.9652103206580754
990,0.4037792002285775
991,-1.3539124713828794
992,-0.26999026332332277
993,-0.41934706233709285
994,-0.18990838715375857
995,-0.5951712248469447
996,0.6876544427861959
997,-1.9563142370585953
998,-0.6941610279819916
999,-1.1709930614555963
1000,-1.8189419698328368
1001,-1.2287805204368047
1002,-0.472117948468591
1003,-0.8227573224730298
1004,-2.767727302669475
1005,0.45405222242832055
1006,-0.3248751330309449
1007,2.32610551623023
1008,0.1662614038867243
1009,-1.3652782373975523
1010,2.0695717270962426
1011,2.2464500984718843
1012,-1.505978860826409
1013,-0.02249124784677803
1014,-0.7517515464322708
1015,-0.2520551661502153
1016,-0.14610426340735033
1017,-0.8130067544383897
1018,-0.3630649947623137
1019,1.0800595558697887
1020,-0.8443490217730089
1021,-0.6699603819295896
1022,0.7180633918975612
1023,0.3846956911100694
1024,-2.308044963835497
1025,-0.779810440069417
1026,0.870645562989501
1027,1.0942197443145356
1028,-0.11723139881834377
1029,0.6752132342777581
1030,-1.5695761023058985
1031,-0.3903809119850796
1032,-1.512677768680075
1033,-1.434852905081509
1034,0.3004121528502779
1035,-1.386747022217378
1036,0.07906038799853854
1037,0.23362201747153344
1038,-0.5904692614822933
1039,1.5568114175444645
1040,-1.3801265246781131
1041,0.09770856264355432
1042,-1.2336719926881698
1043,-0.7038456552740258
1044,0.15783283739824516
1045,-1.239831406247059
1046,-1.8896900586543888
1047,-1.224000354126098
1048,1.0154872091216582
1049,-0.5499693795990428
1050,-0.33926739409254214
1051,-0.5458722408977104
1052,-0.021076703233136707
1053,-1.4059549837036163
1054,0.564931356384748
1055,0.6868674388555573
1056,-1.4176609885569333
1057,-0.1716889546604491
1058,-0.1856234704500897
1059,-0.15155677068524556
1060,1.0989020341320868
1061,-0.9365787155183405
1062,0.4901511683788258
1063,0.5888714394894279
1064,-0.8701199272684133
1065,-1.328440565060811
1066,-1.4839081147741804
1067,0.23673128360726692
1068,-0.520532023773654
1069,1.475683493004704
1070,0.2886114326605129
1071,-0.9552185121069798
1072,-1.6342541067733505
1073,-1.177581059585863
1074,-0.12305028685606367
1075,-1.1159189018105764
1076,-0.022967371401230174
1077,-1.0575697801269146
1078,-0.3861917240588113
1079,-1.147623753209482
1080,1.6558716238809823
1081,-0.201014652119073
1082,-0.06090493348821735
1083,-1.8619207690369703
1084,-0.10653784728587853
1085,-1.2564911283319145
1086,-1.268606039001421
1087,0.17778263230587965
1088,-1.1986980494829977
1089,-2.5093548165067143
1090,1.3779632375425734
1091,-2.8783219640477116
1092,0.3684088921289914
1093,-0.15743491639739027
1094,-0.9502509134341992
1095,-0.5558361661204921
1096,-0.23320778544798035
1097,0.761341969896661
1098,0.024797309442355975
1099,-0.9275150449936544
1100,0.6508982304632184
1101,0.13341090332334885
1102,-1.6447209707623436
1103,-1.3257802842946171
1104,-0.17208064077822532
1105,-0.8533288874987797
1106,-1.6205990625840632
1107,-0.30247465956556385
1108,-1.5983817058254277
1109,-0.24650374903104133
1110,-1.5442158581901562
1111,0.22066399293597252
1112,1.7973936871607619
1113,-1.3197879931362486
1114,0.24964481638329772
1115,0.2406874369493307
1116,-0.2345466671888805
1117,-0.8704043685851407
1118,0.858895529214841
1119,-2.3904466133245053
1120,-1.765203008233247
1121,-1.5075069499028868
1122,0.8398167735783498
1123,-1.122999169462418
1124,-0.8486926688756898
1125,2.2029908341560707
1126,-0.7408694477781202
1127,-1.0093341202612274
1128,-0.3762026373061948
1129,-1.827109473460743
1130,0.08913400471123123
1131,-0.6408308318951698
1132,-0.09728515095316212
1133,-1.3000932840669743
1134,-1.8333274814790155
1135,-1.2444621624857997
1136,-1.016358765985986
1137,0.3650660545256761
1138,0.6892371120480599
1139,-0.6514499302366066
1140,-0.8602611033472872
1141,-1.0708623883770771
1142,-0.35759758847310646
1143,-0.6163172035024074
1144,-0.06688545816735625
1145,-1.2562648799159277
1146,-1.2874161478660282
1147,0.4240104585962066
1148,-1.3362160717624711
1149,-0.4586532590973087
1150,-0.33694663720404827
1151,-1.595674816345065
1152,0.13649721832566447
1153,-0.6826754212189907
1154,0.4910924467938218
1155,-0.10449429269578542
1156,-0.651029991438759
1157,-0.44717402587195243
1158,-1.544042653032655
1159,-1.4545452988154717
1160,-0.22509269114700048
1161,-0.769631712883581
1162,-0.9410435255717371
1163,-0.2940026250623119
1164,-1.0542745496883703
1165,-2.524440611186683
1166,-0.06960854581328979
1167,0.210847185299456
1168,-2.02921715473309
1169,1.371709020733408
1170,-0.15863281427605352
1171,0.39352810916155573
1172,-1.4961205029600753
1173,-0.22044877151014522
1174,-0.7413921848197995
1175,0.3501621972420349
1176,-0.9300328871283443
1177,-0.7592844914707197
1178,-2.134560319401575
1179,-1.6395317428623035
1180,-0.3633036550251997
1181,-1.2567609499966965
1182,-0.7560287206395746
1183,-1.1213695188982193
1184,-0.14668973001337193
1185,0.6527378769698428
1186,-1.2776016007294144
1187,-0.6712587954262332
1188,1.3905663019500012
1189,-2.2714973660349727
1190,-0.6423652944182922
1191,1.3585527059259843
1192,1.7565513503265828
1193,-0.6091164328608032
