i,alpha,mover,j1,j2
97,1.53261062618519,FALSE,552,552
98,-0.235700359100477,TRUE,211,240
99,-1.02642090030678,TRUE,617,693
100,-0.710406563699301,TRUE,820,22
101,0.25688370915653,TRUE,424,249
102,-0.246691878462374,FALSE,59,59
103,-0.347542599397733,FALSE,699,699
104,-0.951618567265016,FALSE,95,95
105,-0.0450277248089203,FALSE,140,140
106,-0.784904469457076,TRUE,435,24
107,-1.66794193658814,FALSE,687,687
108,-0.380226520287762,FALSE,917,917
109,0.918996609060766,FALSE,315,315
110,-0.575346962608392,FALSE,461,461
111,0.607964322225033,FALSE,18,18
112,-1.61788270828916,FALSE,625,625
113,-0.0555619655245394,FALSE,185,185
114,0.519407203943462,FALSE,712,712
115,0.301153362166714,FALSE,148,148
116,0.105676194148943,FALSE,535,535
117,-0.640706008305376,FALSE,351,351
118,-0.849704346033582,TRUE,699,173
119,-1.02412879060491,FALSE,227,227
120,0.117646597100126,FALSE,867,867
121,-0.947474614184802,FALSE,199,199
122,-0.490557443700668,FALSE,677,677
123,-0.256092192198247,FALSE,655,655
124,1.84386200523221,TRUE,91,379
125,-0.651949901695459,FALSE,902,902
126,0.235386572284857,FALSE,989,989
127,0.0779608495637108,FALSE,550,550
128,-0.961856634130129,FALSE,784,784
129,-0.0713080861235987,FALSE,462,462
130,1.44455085842335,FALSE,805,805
131,0.451504053079215,TRUE,629,923
132,0.0412329219929399,FALSE,655,655
133,-0.422496832339625,FALSE,9,9
134,-2.05324722154052,FALSE,295,295
135,1.13133721341418,FALSE,374,374
136,-1.46064007092482,FALSE,86,86
137,0.739947510877335,FALSE,407,407
138,1.90910356921748,TRUE,177,631
139,-1.4438931609718,FALSE,727,727
140,0.701784335374711,FALSE,830,830
141,-0.262197489402468,FALSE,924,924
142,-1.57214415914549,FALSE,247,247
143,-1.51466765378175,FALSE,87,87
144,-1.60153617357459,FALSE,442,442
145,-0.530906522170303,FALSE,219,219
146,-1.4617555849959,TRUE,408,806
147,0.687916772975828,TRUE,92,174
148,2.10010894052567,FALSE,844,844
149,-1.28703047603518,FALSE,787,787
150,0.787738847475178,FALSE,369,369
151,0.76904224100091,FALSE,491,491
152,0.332202578950118,TRUE,60,918
153,-1.00837660827701,FALSE,68,68
154,-0.119452606630659,FALSE,583,583
155,-0.280395335170247,FALSE,791,791
156,0.56298953322048,FALSE,949,949
157,-0.372438756103829,FALSE,215,215
158,0.976973386685621,TRUE,332,687
159,-0.374580857767014,TRUE,956,25
160,1.05271146557933,FALSE,526,526
161,-1.04917700666607,FALSE,811,811
162,-1.26015524475811,FALSE,684,684
163,3.2410399349424,FALSE,575,575
164,-0.416857588160432,TRUE,821,835
165,0.298227591540715,FALSE,831,831
166,0.636569674033849,FALSE,18,18
167,-0.483780625708744,FALSE,180,180
168,0.516862044313609,FALSE,355,355
169,0.368964527385086,TRUE,547,572
170,-0.215380507641693,TRUE,517,467
171,0.0652930335253153,FALSE,921,921
172,-0.034067253738464,FALSE,971,971
173,2.12845189901618,FALSE,480,480
174,-0.741336096272828,FALSE,204,204
175,-1.09599626707466,FALSE,81,81
176,0.0377883991710788,TRUE,689,545
177,0.310480749443137,FALSE,276,276
178,0.436523478910183,FALSE,729,729
179,-0.458365332711106,FALSE,982,982
180,-1.06332613397119,FALSE,248,248
181,1.26318517608949,TRUE,939,249
182,-0.349650387953555,FALSE,129,129
183,-0.865512862653374,TRUE,19,484
184,-0.236279568941097,FALSE,313,313
185,-0.197175894348552,FALSE,887,887
186,1.10992028971364,TRUE,563,773
187,0.0847372921971965,FALSE,942,942
188,0.754053785184522,FALSE,28,28
189,-0.499292017172261,FALSE,47,47
190,0.214445309581601,FALSE,427,427
191,-0.324685911490835,FALSE,632,632
192,0.0945835281735714,FALSE,105,105
193,-0.895363357977542,FALSE,65,65
194,-1.31080153332797,FALSE,827,827
195,1.99721338474797,FALSE,306,306
196,0.600708823672418,FALSE,262,262
197,-1.25127136162494,FALSE,631,631
198,-0.611165916680421,FALSE,91,91
199,-1.18548008459731,TRUE,977,76
200,2.19881034888372,FALSE,383,383
201,1.31241297643351,FALSE,441,441
202,-0.265145056696353,FALSE,72,72
203,0.54319405923209,FALSE,657,657
204,-0.41433994791886,FALSE,633,633
205,-0.476246894615578,FALSE,9,9
206,-0.788602837850243,FALSE,689,689
207,-0.594617267459511,FALSE,495,495
208,1.65090746733669,FALSE,477,477
209,-0.0540281250854405,TRUE,983,919
210,0.119245236427584,FALSE,79,79
211,0.243687429599092,FALSE,805,805
212,1.23247587848534,FALSE,482,482
213,-0.51606383094478,FALSE,285,285
214,-0.992507150392037,FALSE,484,484
215,1.67569693240319,FALSE,846,846
216,-0.441163216905286,FALSE,584,584
217,-0.723065969939874,TRUE,397,102
218,-1.23627311888329,FALSE,509,509
219,-1.2847157223178,FALSE,743,743
220,-0.573973479297987,FALSE,406,406
221,0.617985817166529,FALSE,370,370
222,1.10984813892972,FALSE,802,802
223,0.707588353835588,FALSE,745,745
224,-0.363657297095253,FALSE,948,948
225,0.0597499373846007,TRUE,331,547
226,-0.70459646368007,TRUE,539,641
227,-0.71721816157401,TRUE,217,867
228,0.88465049897692,FALSE,687,687
229,-1.01559257860354,FALSE,411,411
230,1.95529396549246,FALSE,634,634
231,-0.0903195939658516,FALSE,373,373
232,0.214538826629216,FALSE,308,308
233,-0.738527704739573,FALSE,547,547
234,-0.57438868976327,TRUE,718,604
235,-1.31701613230524,FALSE,227,227
236,-0.182925388372727,FALSE,718,718
237,0.418982404924464,FALSE,847,847
238,0.32430434416138,TRUE,570,771
239,-0.781536487054751,FALSE,840,840
240,-0.788621970854002,FALSE,406,406
241,-0.502198718342861,FALSE,941,941
242,1.49606066984635,FALSE,49,49
243,-1.13730362066575,FALSE,171,171
244,-0.179051594380198,FALSE,623,623
245,1.90236182167893,FALSE,166,166
246,-0.100974885328808,TRUE,644,639
247,-1.35984070382139,FALSE,649,649
248,-0.664769435274062,FALSE,634,634
249,0.485459978904878,FALSE,451,451
250,-0.375602871669773,FALSE,726,726
251,-0.561876363549783,FALSE,518,518
252,-0.343917234128459,FALSE,145,145
253,0.0904966471392212,TRUE,793,63
254,1.59850877114583,FALSE,474,474
255,-0.088565112138884,FALSE,190,190
256,1.08079949615152,FALSE,474,474
257,0.630754115650567,FALSE,361,361
258,-0.113639895506141,FALSE,287,287
259,-1.5329020028906,FALSE,483,483
260,-0.52111731755252,FALSE,996,996
261,-0.489870453138474,FALSE,391,391
262,0.0471544327615272,TRUE,295,424
263,1.30019867766682,FALSE,108,108
264,2.29307897383109,TRUE,867,447
265,1.54758105898377,TRUE,194,115
266,-0.133150964328944,FALSE,897,897
267,-1.75652739555764,TRUE,981,248
268,-0.388779864071744,FALSE,491,491
269,0.0892072230732945,FALSE,185,185
270,0.845013004067436,TRUE,669,230
271,0.962527968484271,FALSE,152,152
272,0.684309429416465,FALSE,183,183
273,-1.39527434979947,FALSE,385,385
274,0.849643045633355,FALSE,526,526
275,-0.446557216427222,FALSE,30,30
276,0.174802700161256,FALSE,377,377
277,0.0745511771737346,FALSE,755,755
278,0.428166764970506,FALSE,95,95
279,0.0246749828261399,FALSE,191,191
280,-1.66747509758566,FALSE,636,636
281,0.736495964773442,TRUE,944,402
282,0.386026568349676,FALSE,257,257
283,-0.265651625278222,TRUE,251,175
284,0.118144511046681,FALSE,479,479
285,0.134038645368463,FALSE,293,293
286,0.221019468561002,FALSE,637,637
287,1.64084616597749,FALSE,300,300
288,-0.219050378933476,FALSE,664,664
289,0.168065383884658,TRUE,654,527
290,1.16838387306909,FALSE,383,383
291,1.05418102337692,FALSE,826,826
292,1.14526311038036,TRUE,677,525
293,-0.577468001059557,FALSE,900,900
294,2.00248273029283,FALSE,434,434
295,0.066700870930183,FALSE,21,21
296,1.86685184470686,FALSE,516,516
297,-1.35090268603071,FALSE,257,257
298,0.0209835863542375,FALSE,258,258
299,1.24991457096922,TRUE,268,819
300,-0.715242187222796,FALSE,417,417
301,-0.752688968217742,FALSE,560,560
302,-0.938538703606894,FALSE,331,331
303,-1.05251327933874,FALSE,179,179
304,-0.437159533180399,FALSE,529,529
305,0.331179172958982,FALSE,775,775
306,-2.01421049792072,FALSE,612,612
307,0.211980433372292,FALSE,473,473
308,1.23667504641657,FALSE,59,59
309,2.03757401824044,FALSE,518,518
310,1.30117599220059,TRUE,21,550
311,0.756774763795962,FALSE,329,329
312,-1.72673039911433,FALSE,536,536
313,-0.601506708006782,TRUE,398,635
314,-0.352046456582617,FALSE,758,758
315,0.703523902756895,FALSE,141,141
316,-0.105671334003774,FALSE,596,596
317,-1.25864862806017,FALSE,842,842
318,1.68443570809411,FALSE,532,532
319,0.911391291795963,FALSE,745,745
320,0.237430272491026,FALSE,275,275
321,1.21810861032581,FALSE,747,747
322,-1.33877428723497,FALSE,578,578
323,0.6608202977898,TRUE,889,194
324,-0.522912376313422,TRUE,296,377
325,0.683745521850713,FALSE,152,152
326,-0.0608219546600742,FALSE,431,431
327,0.632960713031451,FALSE,266,266
328,1.33551761505939,FALSE,165,165
329,0.00729009031689879,FALSE,684,684
330,1.01755863695209,FALSE,896,896
331,-1.18843403514798,FALSE,203,203
332,-0.721604440436015,FALSE,139,139
333,1.51921771138818,FALSE,804,804
334,0.377387973023929,FALSE,683,683
335,-2.05222282043373,FALSE,169,169
336,-1.36403745208238,FALSE,408,408
337,-0.200781015589121,FALSE,915,915
338,0.865779404334488,TRUE,749,85
339,-0.101883255715222,FALSE,432,432
340,0.624187472020653,FALSE,656,656
341,0.959005377787825,TRUE,581,116
342,1.67105482886294,FALSE,296,296
343,0.0560167332749619,FALSE,517,517
344,-0.051981906180899,FALSE,987,987
345,-1.75323735914227,FALSE,892,892
346,0.0993275940878275,FALSE,246,246
347,-0.571850057895563,FALSE,192,192
348,-0.974009582804091,FALSE,499,499
349,-0.17990623104754,TRUE,122,837
350,1.01494317274366,FALSE,685,685
351,-1.99274848868858,FALSE,160,160
352,-0.427279287205429,TRUE,52,99
353,0.116637283582706,FALSE,547,547
354,-0.893207570054953,FALSE,925,925
355,0.333902942499225,FALSE,843,843
356,0.411429920615731,TRUE,897,575
357,-0.0330361592759917,TRUE,781,940
358,-2.46589819376003,TRUE,886,506
359,2.57145814586664,FALSE,976,976
360,-0.2052992574682,FALSE,524,524
361,0.65119328158767,FALSE,651,651
362,0.273766491036548,FALSE,953,953
363,1.02467323481835,TRUE,129,453
364,0.817659446374088,FALSE,378,378
365,-0.209793171228509,FALSE,699,699
366,0.378167772208507,TRUE,31,249
367,-0.945408831123893,FALSE,468,468
368,0.856923010899319,FALSE,895,895
369,-0.461038338884354,FALSE,425,425
370,2.41677335378821,FALSE,292,292
371,-1.65104889568819,FALSE,857,857
372,-0.463987242966015,FALSE,790,790
373,0.825379862759242,FALSE,398,398
374,0.510132546878664,FALSE,891,891
375,-0.589481038515,FALSE,948,948
376,-0.996780742207522,FALSE,103,103
377,0.144475704710697,TRUE,760,802
378,-0.0143074131669134,FALSE,515,515
379,-1.79028123726406,TRUE,239,738
380,0.034551067133851,FALSE,566,566
381,0.190230315692457,FALSE,365,365
382,0.174726396981842,FALSE,989,989
383,-1.05501704260268,TRUE,63,414
384,0.476133278302629,FALSE,695,695
385,1.37857013695924,TRUE,567,47
386,0.456236403179813,TRUE,426,226
387,-1.13558847037434,TRUE,593,361
388,-0.435645469691905,FALSE,562,562
389,0.346103619553607,FALSE,308,308
390,-0.647045631318269,FALSE,606,606
391,-2.15764633501528,FALSE,527,527
392,0.884250820028209,TRUE,990,521
393,-0.829477611624518,FALSE,766,766
394,-0.573560270768283,FALSE,482,482
395,1.50390060900454,TRUE,795,364
396,-0.774144929605405,FALSE,443,443
397,0.845731540189296,FALSE,337,337
398,-1.26068287881878,FALSE,815,815
399,-0.354542403073978,FALSE,659,659
400,-0.0735560191364783,FALSE,609,609
401,-1.16865142442436,FALSE,276,276
402,-0.634748264908909,FALSE,138,138
403,-0.0288415529283144,FALSE,867,867
404,0.67069596873393,FALSE,224,224
405,-1.65054654342511,FALSE,3,3
406,-0.349754239211268,FALSE,423,423
407,0.756406438545484,FALSE,870,870
408,-0.538809159977593,FALSE,713,713
409,0.227291921672942,FALSE,85,85
410,0.492228570064431,TRUE,292,156
411,0.267835015331683,FALSE,224,224
412,0.653257679471382,FALSE,522,522
413,-0.12270866097738,TRUE,844,192
414,-0.41367651359212,FALSE,550,550
415,-2.64314895202898,FALSE,870,870
416,-0.092941018479472,TRUE,524,280
417,0.430284696359987,FALSE,989,989
418,0.53539884086815,FALSE,445,445
419,-0.555278351313252,FALSE,558,558
420,1.77950290977515,FALSE,362,362
421,0.286424419628825,FALSE,213,213
422,0.126315858458886,FALSE,816,816
423,1.27226677946852,TRUE,449,691
424,-0.718466221319259,FALSE,20,20
425,-0.450338623924712,FALSE,554,554
426,2.39745248004976,FALSE,955,955
427,0.011129187220888,TRUE,436,260
428,1.63356842140831,FALSE,787,787
429,-1.43850664491452,FALSE,476,476
430,-0.190516802042901,FALSE,720,720
431,0.378423903636832,FALSE,480,480
432,0.300038545205798,TRUE,853,363
433,-1.00563625951084,FALSE,734,734
434,0.0192592746253708,FALSE,448,448
435,-1.07742065311198,TRUE,782,384
436,0.712703325244282,FALSE,984,984
437,1.08477508986065,FALSE,225,225
438,-2.22498769648741,FALSE,176,176
439,1.23569346230014,TRUE,188,302
440,-1.24104449680849,FALSE,52,52
441,0.454769268982633,TRUE,945,198
442,0.659902638142608,FALSE,653,653
443,-0.199889828101433,FALSE,59,59
444,-0.645113956859792,TRUE,31,116
445,0.16532102124205,FALSE,391,391
446,0.438818700714454,FALSE,520,520
447,0.883302819948705,FALSE,114,114
448,-2.05233698390195,FALSE,380,380
449,-1.63637926805902,FALSE,21,21
450,1.43040234118818,FALSE,973,973
451,1.04662884711155,TRUE,244,782
452,0.435288948907682,FALSE,169,169
453,0.71517840711106,FALSE,637,637
454,0.917174917641003,FALSE,12,12
455,-2.66092279846568,FALSE,457,457
456,1.11027709663882,TRUE,287,766
457,-0.484987596562325,FALSE,869,869
458,0.230616830631202,FALSE,53,53
459,-0.295157800883577,FALSE,326,326
460,0.871964954078744,FALSE,257,257
461,-0.348472448955611,FALSE,911,911
462,0.518503765888248,FALSE,89,89
463,-0.390684978638979,FALSE,431,431
464,-1.09278720910151,FALSE,942,942
465,1.21001051044026,FALSE,779,779
466,0.740900011274274,FALSE,189,189
467,1.72426223915645,FALSE,933,933
468,0.0651539325793032,TRUE,783,950
469,1.12500274582817,TRUE,712,279
470,1.97541905401908,FALSE,960,960
471,-0.281482115038967,FALSE,50,50
472,-1.32295111275522,FALSE,967,967
473,-0.239351567138116,FALSE,762,762
474,-0.214041239985383,FALSE,252,252
475,0.15168050450932,FALSE,692,692
476,1.71230497731928,FALSE,32,32
477,-0.326143892505348,FALSE,413,413
478,0.373004655804915,FALSE,360,360
479,-0.227684064895531,FALSE,215,215
480,0.0204507085250325,FALSE,356,356
481,0.314057663506262,FALSE,699,699
482,1.32821469603699,TRUE,779,984
483,0.121318377490778,TRUE,788,798
484,0.712842320031113,TRUE,374,254
485,0.778860029783535,FALSE,829,829
486,0.914773270855634,FALSE,861,861
487,-0.574394552184383,FALSE,714,714
488,1.62688121419468,FALSE,530,530
489,-0.380956739294013,FALSE,334,334
490,-0.105784167649752,TRUE,728,860
491,1.40405026771417,FALSE,575,575
492,1.29408390614558,TRUE,552,149
493,-1.08999187241124,FALSE,374,374
494,-0.873071000417463,TRUE,29,886
495,-1.35807905937061,FALSE,327,327
496,0.181847192619832,FALSE,739,739
497,0.164840867918466,FALSE,256,256
498,0.364114687355063,TRUE,737,174
499,0.552157714218558,FALSE,375,375
500,-0.601892845985016,FALSE,236,236
501,-0.993698591098714,TRUE,691,557
502,1.0267850560749,FALSE,542,542
503,0.751061302606323,FALSE,534,534
504,-1.5091665373287,TRUE,402,514
505,-0.0951474508492868,FALSE,613,613
506,-0.895947822756499,FALSE,258,258
507,-2.07075107054196,FALSE,418,418
508,0.150120131188143,FALSE,265,265
509,-0.0792117092585882,TRUE,849,884
510,-0.097369267513081,FALSE,276,276
511,0.216152541801233,TRUE,237,857
512,0.882465164396587,FALSE,112,112
513,0.205597504483387,TRUE,879,207
514,-0.616435842873528,FALSE,133,133
515,-0.734799251921281,FALSE,783,783
516,-0.131802793041181,FALSE,834,834
517,0.310016986578952,FALSE,20,20
518,-1.03968035270204,TRUE,929,193
519,-0.184308868842384,FALSE,564,564
520,0.967267260167914,FALSE,883,883
521,-0.108280091234486,FALSE,756,756
522,-0.69842066759439,FALSE,29,29
523,-0.27594516842554,FALSE,502,502
524,1.11464854536198,FALSE,145,145
525,0.550043961214136,FALSE,37,37
526,1.23667580008161,FALSE,35,35
527,0.139097857161771,FALSE,791,791
528,0.410275096490425,TRUE,361,833
529,-0.558456912348133,FALSE,997,997
530,0.605370668930333,FALSE,525,525
531,-0.506333542189239,FALSE,269,269
532,-1.42056550469574,FALSE,942,942
533,0.127992965684126,FALSE,436,436
534,1.94585121773144,FALSE,387,387
535,0.800914339573062,TRUE,319,225
536,1.16525338994626,FALSE,565,565
537,0.358855723093152,FALSE,995,995
538,-0.608557178316224,TRUE,299,502
539,-0.202240855110284,TRUE,29,344
540,-0.273248106811925,FALSE,668,668
541,-0.468699779782087,FALSE,997,997
542,0.704167283929716,FALSE,607,607
543,-1.19736350236541,TRUE,77,935
544,0.866366132112773,FALSE,640,640
545,0.864152486225893,FALSE,9,9
546,-1.19862235906875,TRUE,980,6
547,0.639491997900534,FALSE,812,812
548,2.43022665234451,FALSE,836,836
549,-0.557215481941608,FALSE,625,625
550,0.844904241408072,TRUE,475,881
551,-0.782201845619403,FALSE,117,117
552,1.1107114182028,FALSE,709,709
553,0.249824719926563,TRUE,493,453
554,1.65191539162316,TRUE,190,574
555,-1.45897072853692,FALSE,470,470
556,-0.0512978861253612,FALSE,976,976
557,-0.526925176125598,FALSE,909,909
558,-0.197264869076299,TRUE,137,291
559,-0.629578742686005,TRUE,505,980
560,-0.833843580535001,FALSE,995,995
561,0.57872237461645,FALSE,669,669
562,-1.08758071407693,FALSE,260,260
563,1.48403093155628,TRUE,455,587
564,-1.18620658531375,TRUE,873,433
565,0.10107915139528,FALSE,902,902
566,0.532989286826481,FALSE,694,694
567,0.586735339092625,FALSE,4,4
568,-0.30174666386638,TRUE,660,280
569,0.079501995328401,FALSE,868,868
570,0.961264151809677,FALSE,682,682
571,-1.45646591707643,FALSE,140,140
572,-0.781739711532082,TRUE,549,207
573,0.32040231431661,FALSE,315,315
574,-0.444781978336992,FALSE,365,365
575,1.370003993971,FALSE,89,89
576,0.673253863354836,TRUE,665,876
577,0.0721667524147558,FALSE,728,728
578,-1.50775731753668,FALSE,251,251
579,0.0261002253262418,FALSE,783,783
580,-0.316415868196993,TRUE,14,263
581,-0.102346513520598,TRUE,215,614
582,-1.18155922705569,FALSE,777,777
583,0.498658043829925,FALSE,403,403
584,-1.03895644030703,TRUE,85,535
585,-0.22622198144241,TRUE,875,718
586,0.381425829451352,TRUE,225,194
587,-0.783515789013048,FALSE,435,435
588,0.582991405680064,FALSE,630,630
589,-1.31651040165169,TRUE,783,39
590,-2.80977467896054,FALSE,522,522
591,0.464967990785853,FALSE,99,99
592,0.840539826961,FALSE,371,371
593,-0.285845423591384,TRUE,269,312
594,0.504126254591608,TRUE,630,176
595,-1.15591652508367,FALSE,445,445
596,-0.127148606825662,FALSE,387,387
597,-1.94151837604062,FALSE,437,437
598,1.18118089143852,FALSE,377,377
599,1.85991086154316,FALSE,801,801
600,1.07401226028199,TRUE,70,396
601,-0.0273469664137418,FALSE,320,320
602,-0.0333303422759193,TRUE,247,233
603,-1.5160676231511,TRUE,179,682
604,0.790385343888228,FALSE,741,741
605,-0.210734180691776,FALSE,97,97
606,-0.656742925361075,FALSE,467,467
607,-1.41202579265831,FALSE,561,561
608,-0.299762496646272,TRUE,53,304
609,-0.849061135016708,TRUE,375,245
610,-0.397030520327837,FALSE,243,243
611,-1.2175999877636,TRUE,658,340
612,1.6875894829457,FALSE,676,676
613,-0.0160025272079689,TRUE,711,738
614,1.07494507727239,FALSE,188,188
615,-2.60169967025765,FALSE,505,505
616,-0.453197829994838,FALSE,626,626
617,-0.675482291592071,TRUE,490,828
618,-1.22292617936591,FALSE,423,423
619,1.5466091542241,TRUE,428,44
620,-1.41528191976949,FALSE,304,304
621,0.318390260408025,FALSE,999,999
622,0.846436285579692,FALSE,987,987
623,0.178190188418023,FALSE,284,284
624,-0.875255477495516,FALSE,181,181
625,0.941165806724167,FALSE,884,884
626,0.170588081840838,FALSE,60,60
627,-1.06349790638204,TRUE,391,175
628,-1.38804904760206,TRUE,639,185
629,2.08671743449315,FALSE,675,675
630,-0.678503145418437,TRUE,259,42
631,-1.85557165391804,FALSE,207,207
632,0.533259362753652,FALSE,106,106
633,0.310230256060895,FALSE,777,777
634,-1.3538343357226,FALSE,173,173
635,-1.94295641358195,FALSE,174,174
636,-0.116302517158606,FALSE,81,81
637,1.13939629170942,TRUE,410,360
638,0.636124035182149,FALSE,328,328
639,-0.492937424161977,FALSE,46,46
640,-0.834188231584378,FALSE,504,504
641,0.271066756750545,TRUE,678,893
642,0.157353347216158,FALSE,760,760
643,0.629711746692728,FALSE,855,855
644,-0.395797950288896,FALSE,357,357
645,0.8993540532031,TRUE,153,555
646,-0.830811527336248,FALSE,24,24
647,-0.330544700119963,TRUE,312,779
648,0.740814523725905,FALSE,265,265
649,0.989971608627113,FALSE,669,669
650,-1.93850470145338,TRUE,924,603
651,0.107190407016153,FALSE,646,646
652,0.60877901173463,FALSE,912,912
653,-1.45082431349063,TRUE,109,166
654,0.480625599875217,FALSE,753,753
655,-0.828174270396797,TRUE,528,512
656,1.02025301216443,FALSE,393,393
657,0.538482032102641,FALSE,821,821
658,0.76905229499561,TRUE,686,28
659,0.120719329287034,FALSE,134,134
660,0.863648434157753,FALSE,130,130
661,1.38051452831454,FALSE,272,272
662,1.96624801545563,FALSE,288,288
663,-0.028395054749065,FALSE,137,137
664,-2.2490510903324,TRUE,564,293
665,0.0315260045939917,FALSE,616,616
666,0.205561208449975,TRUE,934,732
667,-0.155345347144399,TRUE,972,692
668,0.568288620777075,TRUE,676,594
669,1.01067796451427,FALSE,386,386
670,-0.517982430167822,TRUE,340,757
671,-0.29409532715611,FALSE,396,396
672,0.397842208800339,FALSE,611,611
673,-0.550223741489138,FALSE,609,609
674,0.0912673834882354,TRUE,327,494
675,-1.9617075988853,FALSE,343,343
676,-1.11989972139762,TRUE,74,295
677,-1.32775547560413,FALSE,318,318
678,-0.853623696727242,FALSE,660,660
679,-0.693304527930666,TRUE,51,887
680,0.38230514254637,FALSE,103,103
681,0.982113002522641,FALSE,473,473
682,-0.727383529087535,FALSE,255,255
683,-0.996838982378005,FALSE,889,889
684,-1.04168885898951,FALSE,931,931
685,-0.414588726363674,FALSE,247,247
686,-0.239029068152564,FALSE,597,597
687,0.483617533838269,FALSE,383,383
688,-0.32132484216839,TRUE,283,844
689,-2.07848926886002,FALSE,828,828
690,-0.0914342755501383,FALSE,522,522
691,1.18718681065156,TRUE,364,917
692,1.19160126851033,FALSE,122,122
693,-0.78896321811123,FALSE,38,38
694,-1.54777654363757,FALSE,602,602
695,2.45806049186527,FALSE,515,515
696,-0.162421942479419,FALSE,696,696
697,-0.0974512501056172,FALSE,918,918
698,0.420574188698147,FALSE,867,867
699,-1.61403945661912,FALSE,358,358
700,-0.728219111191288,FALSE,877,877
701,-1.54044240529001,TRUE,183,310
702,-0.693094614010595,TRUE,595,349
703,0.118849433004561,TRUE,730,187
704,-1.36470945798691,FALSE,199,199
705,0.589982679367313,TRUE,789,436
706,0.289344028817336,FALSE,250,250
707,-0.904215025620639,FALSE,870,870
708,0.226324942381064,TRUE,469,116
709,0.748081162493843,FALSE,991,991
710,1.06109525326174,FALSE,778,778
711,-0.212848278646528,FALSE,753,753
712,-0.0936367939110456,FALSE,155,155
