j,psi_hat
313,0.3902030118393119
314,-0.20477982884405657
315,0.3571118184614453
316,-0.5403307672849567
317,0.6774522125218608
318,1.0066809946567612
319,0.5381957573959776
320,1.2499162136883017
321,0.22201460148603147
322,0.6074226635101813
323,1.0293076444604317
324,0.8864312819283366
325,-0.7707280920830093
326,0.530252315553614
327,0.6310814816257825
328,0.39495434222092907
329,0.539648355315272
330,1.118615161218733
331,0.8066223002909083
332,0.2078910996136331
333,1.113068506360903
334,1.4926357215629114
335,0.9777071854375423
336,0.8475808693892465
337,0.370956634544077
338,0.26465388613063195
339,0.6578131163899427
340,-0.2497314418079725
341,0.8017801657427753
342,1.1439906378010702
343,0.7256335885600861
344,0.7917540792550626
345,0.6929015615478371
346,0.6500212156389487
347,1.6167552362145872
348,0.5227247412855556
349,1.8128996345781385
350,0.0881458578822455
351,1.2973999426034346
352,0.8496690710578662
353,0.8995969929280473
354,0.25840832216299714
355,-0.049813673715919805
356,0.5790896386729781
357,0.5317154770133495
358,0.5624437453421126
359,1.2713895902196275
360,0.932580911260679
361,0.7193399239541091
362,0.4214072138949559
363,0.6875354484671891
364,0.17701693510252353
365,1.2657285788376706
366,0.06463855970055075
367,1.0189917667878725
368,0.06391815514735329
369,0.9903913573658445
370,2.054925728099974
371,0.9960217523819727
372,0.43997853412851173
373,1.0252941375813909
374,0.598205735336432
375,1.3346335156304014
376,0.8856985173520169
377,0.7242146067314598
378,0.6141952721497673
379,0.36754682850171233
380,0.32275649151817926
381,0.23026761445575233
382,1.123983380092224
383,1.0289567829863249
384,0.015069077528306484
385,0.6182355403281279
386,-0.23196363859978658
387,0.8930958383551649
388,0.4539960944181768
389,0.31216372936754727
390,0.5672944250791022
391,0.1651712013242202
392,1.2783235023910384
393,0.38497515492422785
394,0.48419722886539046
395,1.484484959108177
396,-0.007141951385534582
397,1.628402929749009
398,0.7877609688355981
399,0.5952696718124527
400,0.5764141667185843
401,0.34052734667923007
402,1.2536272501856403
403,0.8743630127897382
404,0.6736796786772301
405,1.5688139361213094
406,-0.602567923464469
407,0.13763712043112092
408,0.507874330149052
409,0.07609710832930706
410,1.5087600445740423
411,0.8257686960390479
412,1.3630852221814078
413,1.159856467028462
414,-0.017054174052214058
415,0.7703431478555137
416,-0.23043081827147976
417,1.3571878031415836
418,1.2816955549362246
419,1.3908101087460143
420,1.0988392390275237
421,0.7618001363183304
422,-0.24387186636607824
423,0.33905847686354046
424,1.172798596285102
425,-0.10783447776607054
426,0.8567662199989002
427,-0.22222004842314658
428,1.153934026332838
429,0.05874407069917413
430,0.7554917735989641
431,-0.08498602718451793
432,0.698014533323404
433,0.014608674314222758
434,-0.7006763427467432
435,1.0518807820131433
436,0.7635456204389144
437,0.9656248721896196
438,0.6876616988025749
439,0.3577320396307799
440,0.41177531969311115
441,0.9408265396930989
442,1.0719586952228612
443,0.7631441419417571
444,0.5525854909775213
445,0.47464393655298853
446,1.0233001533349204
447,0.8274386902836639
448,0.7269812360165572
449,1.807482467280813
450,-0.3372233432780772
451,0.6677301273643074
452,0.6675444789250528
453,-0.14816144409010576
454,0.4752144401225812
455,0.043400706286975094
456,1.4574847043575547
457,0.4191244432411989
458,0.6133798049313697
459,1.452748643357055
460,1.1396267264048638
461,0.1479688740508334
462,0.7488954772111032
463,0.6662172782179555
464,0.29825247672553096
465,-0.2236752152788212
466,1.431708100172812
467,0.3107879489088254
468,0.5181688528957082
469,0.4766961857752502
470,0.2877806981699283
471,1.1638234871222146
472,0.8189617133657578
473,-0.11215119543500804
474,0.8460008446450452
475,1.8968552287430416
476,0.8383212564607558
477,0.8935724676472195
478,1.130294903881636
479,0.14563443868406886
480,1.0171056881900074
481,1.7724361360478307
482,0.6571313168971977
483,1.1054610462231416
484,0.4425446494607379
485,0.9100091531298927
486,-0.5166083451301592
487,0.21853493404640906
488,0.5322220263002783
489,0.8136354364219783
490,1.2836354290282668
491,0.7661781806399159
492,1.2421833019643747
493,1.4842156123521284
494,1.2887255139972185
495,1.086827466191223
496,0.9843603837334565
497,-0.5121848989213209
498,0.4981675647813526
499,0.1938754717114263
500,1.257169375187933
501,0.7016607959821748
502,0.22846884357710096
503,0.31995196558592637
504,0.34243578985348766
505,0.9507445664950817
506,0.09293060323293799
507,1.3230226295596086
508,-0.03341574384009001
509,0.6548814455622887
510,-0.5313570135049621
511,0.49727134058980565
512,-0.12166960286662042
513,0.24093420710321886
514,-0.32208415955401515
515,0.7711327886614632
516,0.3883800647109784
517,0.7968080562870326
518,0.13197703552289314
519,-0.14199416256320194
520,0.10838082812696627
521,0.24959102547030232
522,0.8593408123495895
523,-0.665157055384886
524,-0.03811630083758727
525,-0.04584956645929237
526,0.3271123583536745
527,-0.49895653728587647
528,0.4222735301446938
529,1.5032110424697764
530,0.4890989989719767
531,1.15574354898927
532,0.7073062501904939
533,0.48008525644792116
534,-0.4008561081594876
535,1.2259811080945235
536,1.1458521934483
537,1.05263617959932
538,0.4195513033663666
539,0.7086194702274115
540,-0.06674215686890411
541,0.5926005092107662
542,0.3291631458628858
543,-0.12303697674383184
544,0.27975964166178646
545,0.9971257146804785
546,1.2179460260480417
547,0.43135943778130825
548,1.2132050810161914
549,0.7295197843400005
550,0.3859167348707772
551,-0.20476103858917266
552,0.0935332950856567
553,1.1709723262807346
554,1.1088461931783025
555,0.07729606865672214
556,-0.2558051353623221
557,0.31533955715644385
558,0.8101235802028307
559,0.6216980904386703
560,0.09464866536808758
561,0.7595434049742397
562,-0.002801283262625131
563,0.7913162018839911
564,0.30334783084116335
565,0.7978545024613981
566,1.2211141691907852
567,0.3996624696004012
568,0.26389273065398067
569,1.0408732925243545
570,0.003573135091489186
571,0.6779229417616037
572,1.6808397082134185
573,1.1043108778126518
574,0.12777108665853573
575,0.8857631350331928
576,1.2748344519801857
577,0.18460837794765955
578,0.6138311961014928
579,-0.03863498045679974
580,1.0700193585349969
581,1.0974883690429382
582,0.14877462110813866
583,-0.1098418096564174
584,0.5148427451041316
585,-0.0403123423809982
586,0.2653574384151274
587,-0.09240833917450529
588,0.07539198463925798
589,1.310530060213558
590,-0.5642379855078893
591,-0.5413038149645024
592,1.0168689018403616
593,0.6710119110873267
594,-0.044447658103149
595,1.1128828288143415
596,0.11108706575685992
597,-0.49417750125128396
598,0.3601587657926113
599,-0.5391112094437726
600,-0.5223733598240404
601,0.6835785691047236
602,0.9198822085838888
603,-0.09282437997954636
604,0.6869910765757729
605,0.3120499609273305
606,0.9779494192366863
607,0.04916990804967562
608,-0.05307535228977986
609,-0.22290294774378716
610,0.7119569853610921
611,0.5264408554551963
612,0.6088097203719361
613,0.23165565184418413
614,-0.0716222021633838
615,0.5899554899716877
616,1.1825359566005968
617,0.39182632114943244
618,0.7644143114627872
619,0.09163435172431703
620,0.9392009031710112
621,1.5095818003633834
622,0.22297661859943563
623,1.2264893260287106
624,-0.14113218600806782
625,0.8969474985426209
626,0.34413172553388255
627,0.6686402371037665
628,0.40822493562277357
629,0.6750198905480358
630,0.9722812868011265
631,0.13722020917230435
632,0.9212763190886306
633,1.0376113916101097
634,0.7826189890998866
635,-0.37356421950660534
636,-0.372551745061843
637,-0.40319739976239866
638,0.6532420129303128
639,-0.5289756532666582
640,0.6287072408001639
641,0.7609966910466792
642,1.052594269093131
643,1.1696117296179163
644,0.4414636192494038
645,0.21081715195345116
646,0.7690690606636992
647,-0.598185079853572
648,1.331919855128059
649,0.8143555841095879
650,1.4070249156118408
651,1.46810728032243
652,0.16036601427862004
653,1.0855471735797055
654,1.18048125358516
655,0.5162135678499732
656,0.4842974014253456
657,1.3181667786916635
658,0.49774135604095787
659,0.5830102874252941
660,0.19223619054268537
661,0.10766471481303905
662,0.09855251802527355
663,0.6890535026856935
664,0.37498833901855794
665,0.27233222076789143
666,1.3075979169593852
667,0.5752640447030269
668,0.037480373979175134
669,0.8369482766146683
670,1.0498474518904368
671,0.5666960339602186
672,0.02669755886377189
673,0.9112989997639857
674,0.9545965557741136
675,0.6790426589437408
676,1.1671814137149161
677,0.6909630032572154
678,0.44755408681699393
679,0.28874746710629307
680,0.7176112206614242
681,0.6616257864556867
682,0.027200164888203746
683,1.3742617390069098
684,0.8064315770171244
685,-0.2486457074340585
686,0.07119421309479543
687,0.2780250770775781
688,0.22959699236086262
689,0.931010062665156
690,-0.4233839848942838
691,0.6791018710927609
692,0.7243616427661096
693,0.3238868063053346
694,0.4677859803011855
695,1.3768970046012368
696,0.011621537922848705
697,0.2074350653555047
698,0.4100852550714515
699,-0.37266045975206075
700,-0.6070723580575944
701,0.0369007678684863
702,1.901912034970279
703,0.5296491630181325
704,0.4473512647199826
705,0.7676910027151677
706,1.1600328321250923
707,0.9074874710157587
708,0.10228925120080484
709,0.45321922034264694
710,1.5355478298736795
711,0.6392786620707407
712,1.2918996950314088
713,0.357422482756185
714,0.20281396457910228
715,0.732407756652411
716,0.522359241227589
717,0.4577935443475272
718,1.3232577706935111
719,-0.20100255202944559
720,1.0649929703706247
721,0.2973958166612193
722,0.7000099710779722
723,0.6768739627872213
724,-0.10754234209371855
725,0.3594669625322887
726,0.8529811619990267
727,1.4632526058411597
728,0.24237622038473963
729,1.0480682046542362
730,1.2918431679737272
731,0.8442614877674601
732,0.950461485111672
733,1.0295509579570894
734,1.228283801318565
735,0.8001346788384536
736,1.0681171883656264
737,-0.4875266119403274
738,0.3339658150480782
739,0.21592905082737693
740,0.8478785576874572
741,0.5111882381207425
742,1.489653686170687
743,0.2581697717398066
744,0.8839052707876195
745,0.28667760702267525
746,1.0216046192286685
747,0.4251706207887899
748,0.039507839374735
749,0.9631978509184217
750,-0.18199746432610772
751,0.937070988866089
752,0.9349784685875883
753,0.9205492987043342
754,0.6251697308942521
755,1.0619500209596782
756,0.07700419836466367
757,0.8406424270660411
758,1.2203612179734882
759,0.4248990474884004
760,0.9298424989972127
761,1.572329935483883
762,0.2706345122748733
763,0.4658332334516873
764,1.0111291188829201
765,0.30169797652029184
766,0.2829062170319006
767,0.788859172133906
768,0.9963565980368984
769,0.677573412033178
770,0.3445639388253231
771,-0.3945423826189338
772,0.25372456259239967
773,1.0536429269281122
774,0.820481687990135
775,0.5668512472961396
776,0.41157562638543016
777,-0.6125089171065705
778,0.30097001174378724
779,0.4048927578652386
780,0.4560104074802977
781,1.2435670669998389
782,-0.29828977831187903
783,0.8780472274766485
784,-0.23453944583721903
785,0.17839815841727208
786,0.8174917735641013
787,0.6208946783165302
788,0.1175400393074277
789,0.03554894741972832
790,1.0290674883117472
791,0.15415061011191905
792,0.7944736633041047
793,0.24405723604178978
794,1.1448604142548733
795,0.09857605579599243
796,0.257899431021548
797,1.163323682156743
798,-0.3877073741409785
799,1.4342542277770043
800,-0.025986208621433495
801,0.7056522129913861
802,0.5567541855652443
803,0.3280543456309503
804,0.6591903229716614
805,1.2012008734257063
806,0.75108764999818
807,0.7373685489691884
808,1.0803935522595984
809,0.6484755512833664
810,1.0907601371897968
811,0.3710036028912515
812,-0.08523389793343254
813,0.6515876889008241
814,1.271139457127348
815,0.2918822662051401
816,0.42220808016730216
817,0.899913594906696
818,0.21004232378252774
819,0.0356486534796196
820,0.7672684140533702
821,0.911287656485973
822,0.4517644006182716
823,0.675440484869156
824,0.8476214050054289
825,0.5143512991236787
826,-0.07705969507620017
827,-0.22138919607786806
828,0.9457052913462892
829,-0.25182801196092175
830,0.42489812637201896
831,1.1897388914201128
832,-0.19595834520849156
833,1.5027889077921026
834,0.4816661143555498
835,0.3497101849357328
836,0.47469556363609944
837,0.5790672340557051
838,0.9647131020124243
839,0.5941073625236546
840,1.2388776139531563
841,0.4199143422031425
842,0.13332243832490887
843,0.7477652071529236
844,1.0707934324200903
845,0.8711982202082655
846,1.4660166976560993
847,0.14129797601241662
848,0.7173144907187606
849,0.8829110462808224
850,0.8217179734137791
851,0.9893123625010073
852,0.4944630209613348
853,0.2751628604599848
854,0.47866825792871726
855,0.81849511278672
856,0.9393354959902736
857,-0.5374303099919648
858,-0.035095816147183496
859,1.1383816051867763
860,0.2340632678241585
861,0.13545460668631118
862,0.1128374515260151
863,-0.11628659620103832
864,0.16296706420933704
865,-0.3889822650394685
866,0.6818045087178926
867,0.13642476826224342
868,-0.05970521531311696
869,0.4329220103044277
870,0.41188635696150416
871,-0.06681059854949982
872,0.23924526087725223
873,0.373759126992868
874,0.09752840235991006
875,-0.05140123316326294
876,0.8700757318572744
877,1.000406752802095
878,0.02055433695439421
879,0.4015644627702287
880,0.2651589724316208
881,1.0215585663957443
882,0.38334525316390106
883,0.6331638443611108
884,-0.4584632239669217
885,0.5667004635262723
886,-0.11054128224599671
887,0.40826144909827944
888,0.4585105577779254
889,0.18698651734773875
890,1.0217069738566427
891,-0.8661014143071347
892,0.5266871451704978
893,0.7330378040946137
894,0.334645173102264
895,0.9294133554231961
896,0.8745554881717843
897,1.0137498436289754
898,0.8853872211161103
899,0.8088413181071888
900,-0.35786036645233144
901,0.47739607976036497
902,0.7535102527004617
903,0.4682192116055856
904,-0.28709506965534776
905,0.1020052787129509
906,0.1192661403215345
907,1.0141187674981642
908,0.3630889787295519
909,1.0121568444339726
910,0.7703748228964811
911,0.20775021852572967
912,0.417745092366605
913,0.7473765976350152
914,-0.071405046110388
915,1.0745897947627898
916,1.0275903663568788
917,1.4034859478777264
918,1.511675177851464
919,0.23659210330691172
920,0.13914628137924234
921,0.11095149019258019
922,-0.01044261454406168
923,0.9302118712305193
924,-0.6317644200317071
925,1.24863256895314
926,-0.20836718101815171
927,0.1577011595355854
928,0.3855655523552145
929,0.35362782814105886
930,0.22574528385179124
931,0.9101146441328409
932,0.33778932989478394
933,1.0350081812204122
934,0.5337444085075974
935,0.39491978284625007
936,0.7296792141911871
937,1.574986593508566
938,0.3451915362741831
939,0.8072423767091806
940,1.0307773516044194
941,0.37216385695019505
942,0.8610878113807134
943,1.2798913547856656
944,1.3764937172723766
945,0.6519672944423177
946,0.9452959975439014
947,0.9632082057354708
948,0.40732875716998274
949,0.0857666103379685
950,0.13361141541501512
951,0.582570784078965
952,0.8491060695623981
953,0.6234067461990801
954,0.4689122822260769
955,0.058896572080059884
956,-0.35259089537842875
957,0.24430673782997103
958,0.610281419200335
959,0.45403219112154874
960,0.47471034794854683
961,0.5016111354024988
962,-0.004402716873432951
963,1.0379306460555007
964,0.6538812638068181
965,-0.1798818044231349
966,0.18659282415288897
967,0.549974752114784
968,0.239426407666785
969,0.1703694129665706
970,0.524739838567757
971,0.6886749267244162
972,0.6465833595728775
973,1.245418716790595
974,0.11355071413192794
975,-0.028216999215258914
976,0.7728268611385511
977,0.6209695323234136
978,0.3672570244044128
979,0.8334540911994336
980,1.9342649237003517
981,-0.37751526032850324
982,0.34367582752942366
983,0.3917986336839892
984,0.43771222140197075
985,0.3139150070506585
986,0.28244793087953407
987,-0.2554487865721574
988,-0.13730913369922
989,0.3128269948383785
990,1.3320185043993145
991,0.2568575308984847
992,0.9136457016319856
993,0.7817423179619443
994,0.32751398442601765
995,1.4609281741819462
996,1.219766191507069
997,0.3086792938241886
998,1.218659957966609
999,0.6972949895517304
