i,j,t,y,alpha,psi,lambda_t,eps,mover
101,249,2,-0.194548994260018,0.25688370915653,-0.149885188403711,0.05,-0.351547515012836,TRUE
102,59,1,-0.687363025540302,-0.246691878462374,-0.722165403836203,0,0.281494256758275,FALSE
102,59,2,-0.839515802159598,-0.246691878462374,-0.722165403836203,0.05,0.079341480138978,FALSE
103,699,1,-1.09970938571462,-0.347542599397733,-0.955882149405872,0,0.203715363088981,FALSE
103,699,2,-1.09918131789886,-0.347542599397733,-0.955882149405872,0.05,0.154243430904747,FALSE
104,95,1,-0.721737563522079,-0.951618567265016,0.285308429202821,0,-0.0554274254598842,FALSE
104,95,2,-0.987762017541153,-0.951618567265016,0.285308429202821,0.05,-0.371451879478959,FALSE
105,140,1,-0.30372474498555,-0.0450277248089203,-0.744708039813376,0,0.486011019636747,FALSE
105,140,2,-1.11981786789767,-0.0450277248089203,-0.744708039813376,0.05,-0.38008210327537,FALSE
106,435,1,-0.555193505070255,-0.784904469457076,0.468951305648367,0,-0.239240341261545,TRUE
106,24,2,-0.715893688663933,-0.784904469457076,0.404378872107226,0.05,-0.385368091314084,TRUE
107,687,1,-2.58732896383615,-1.66794193658814,-0.225900109755365,0,-0.693486917492652,FALSE
107,687,2,-1.61106563594514,-1.66794193658814,-0.225900109755365,0.05,0.232776410398359,FALSE
108,917,1,0.594700329747774,-0.380226520287762,0.726191070033057,0,0.248735780002479,FALSE
108,917,2,0.514193243718209,-0.380226520287762,0.726191070033057,0.05,0.118228693972914,FALSE
109,315,1,0.540557141458582,0.918996609060766,-0.141048867094792,0,-0.237390600507392,FALSE
109,315,2,0.566251077819457,0.918996609060766,-0.141048867094792,0.05,-0.261696664146517,FALSE
110,461,1,-0.787839220022149,-0.575346962608392,-0.335699693448243,0,0.123207436034485,FALSE
110,461,2,-0.752659830870825,-0.575346962608392,-0.335699693448243,0.05,0.10838682518581,FALSE
111,18,1,0.0420083853507894,0.607964322225033,-0.263120329367906,0,-0.302835607506338,FALSE
111,18,2,0.393648513284728,0.607964322225033,-0.263120329367906,0.05,-0.00119547957239942,FALSE
112,625,1,-1.097648597733,-1.61788270828916,0.315529528044633,0,0.204704582511531,FALSE
112,625,2,-1.11120957440962,-1.61788270828916,0.315529528044633,0.05,0.14114360583491,FALSE
113,185,1,0.280770425452634,-0.0555619655245394,0.186352975815346,0,0.149979415161828,FALSE
113,185,2,-0.493659429751479,-0.0555619655245394,0.186352975815346,0.05,-0.674450440042285,FALSE
114,712,1,1.28957089531965,0.519407203943462,0.852420045829674,0,-0.0822563544534829,FALSE
114,712,2,1.11724357113821,0.519407203943462,0.852420045829674,0.05,-0.304583678634925,FALSE
115,148,1,1.52507244638492,0.301153362166714,0.421369198891991,0,0.802549885326218,FALSE
115,148,2,0.250573923590134,0.301153362166714,0.421369198891991,0.05,-0.521948637468571,FALSE
116,535,1,1.26947605530811,0.105676194148943,0.638665782309292,0,0.525134078849871,FALSE
116,535,2,0.569090861678384,0.105676194148943,0.638665782309292,0.05,-0.225251114779851,FALSE
117,351,1,0.341990236509916,-0.640706008305376,0.863048130876048,0,0.119648113939245,FALSE
117,351,2,1.055088676569,-0.640706008305376,0.863048130876048,0.05,0.782746553998328,FALSE
118,699,1,-1.54702736749198,-0.849704346033582,-0.955882149405872,0,0.258559127947478,TRUE
118,173,2,-1.42371178132893,-0.849704346033582,-0.280825754120429,0.05,-0.343181681174914,TRUE
119,227,1,-1.18327357390276,-1.02412879060491,-0.229910200695241,0,0.0707654173973964,FALSE
119,227,2,-1.36923967638455,-1.02412879060491,-0.229910200695241,0.05,-0.165200685084399,FALSE
120,867,1,-0.312543998556808,0.117646597100126,-0.235853955953334,0,-0.1943366397036,FALSE
120,867,2,-0.2674222339995,0.117646597100126,-0.235853955953334,0.05,-0.199214875146292,FALSE
121,199,1,-0.376857126290695,-0.947474614184802,0.457318189811199,0,0.113299298082908,FALSE
121,199,2,-0.163546340032321,-0.947474614184802,0.457318189811199,0.05,0.276610084341282,FALSE
122,677,1,0.47859981727753,-0.490557443700668,0.16801263549731,0,0.801144625480889,FALSE
122,677,2,-0.440353403723015,-0.490557443700668,0.16801263549731,0.05,-0.167808595519656,FALSE
123,655,1,-0.341435549331445,-0.256092192198247,-0.13579997706957,0,0.0504566199363722,FALSE
123,655,2,-0.718019193793677,-0.256092192198247,-0.13579997706957,0.05,-0.37612702452586,FALSE
124,91,1,0.909996031583837,1.84386200523221,-1.06487068349381,0,0.131004709845438,TRUE
124,379,2,1.65719486157036,1.84386200523221,0.0317711689095088,0.05,-0.268438312571359,TRUE
125,902,1,-0.788556500113574,-0.651949901695459,0.142053535282723,0,-0.278660133700839,FALSE
125,902,2,-0.0649663629429964,-0.651949901695459,0.142053535282723,0.05,0.394930003469739,FALSE
126,989,1,0.314558903994466,0.235386572284857,0.0205837367442486,0,0.0585885949653606,FALSE
126,989,2,0.514695396733029,0.235386572284857,0.0205837367442486,0.05,0.208725087703923,FALSE
127,550,1,-0.277495677569002,0.0779608495637108,-0.222526500309008,0,-0.132930026823705,FALSE
127,550,2,-0.287470519586053,0.0779608495637108,-0.222526500309008,0.05,-0.192904868840756,FALSE
128,784,1,-1.16453810530961,-0.961856634130129,-0.38520324170741,0,0.18252177052793,FALSE
128,784,2,-1.57138507286471,-0.961856634130129,-0.38520324170741,0.05,-0.274325197027173,FALSE
129,462,1,-0.0703109932875773,-0.0713080861235987,0.347893022114424,0,-0.346895929278402,FALSE
129,462,2,0.596805621453245,-0.0713080861235987,0.347893022114424,0.05,0.27022068546242,FALSE
130,805,1,1.89242057799693,1.44455085842335,0.666667265565686,0,-0.218797545992103,FALSE
130,805,2,2.46269166560503,1.44455085842335,0.666667265565686,0.05,0.301473541615999,FALSE
131,629,1,0.586918605296407,0.451504053079215,0.128636730042289,0,0.00677782217490355,TRUE
131,923,2,1.27966165096792,0.451504053079215,0.302264477168618,0.05,0.475893120720089,TRUE
132,655,1,-0.0142179929606381,0.0412329219929399,-0.13579997706957,0,0.0803490621159916,FALSE
132,655,2,0.395827817134447,0.0412329219929399,-0.13579997706957,0.05,0.440394872211077,FALSE
133,9,1,0.0884734016745814,-0.422496832339625,0.393013049854174,0,0.117957184160032,FALSE
133,9,2,-0.229503760246121,-0.422496832339625,0.393013049854174,0.05,-0.25001997776067,FALSE
134,295,1,-2.44689000770427,-2.05324722154052,-0.128203770565416,0,-0.265439015598334,FALSE
134,295,2,-2.27218233945822,-2.05324722154052,-0.128203770565416,0.05,-0.140731347352288,FALSE
135,374,1,1.28222330032025,1.13133721341418,-0.0473596167968306,0,0.198245703702906,FALSE
135,374,2,1.50228986587937,1.13133721341418,-0.0473596167968306,0.05,0.368312269262025,FALSE
136,86,1,-1.28934199527942,-1.46064007092482,0.0134895906181255,0,0.157808485027272,FALSE
136,86,2,-1.50970759345138,-1.46064007092482,0.0134895906181255,0.05,-0.112557113144686,FALSE
137,407,1,0.766672304946638,0.739947510877335,-0.346655267200779,0,0.373380061270082,FALSE
137,407,2,0.409542137894046,0.739947510877335,-0.346655267200779,0.05,-0.033750105782509,FALSE
138,177,1,1.72540139513663,1.90910356921748,-0.261440351629428,0,0.077738177548571,TRUE
138,631,2,1.71757451526381,1.90910356921748,-0.34110614022215,0.05,0.0995770862684814,TRUE
139,727,1,-0.663409384214007,-1.4438931609718,0.813843710798995,0,-0.0333599340412024,FALSE
139,727,2,-0.401355737562847,-1.4438931609718,0.813843710798995,0.05,0.178693712609958,FALSE
140,830,1,0.22254606317195,0.701784335374711,-0.076152234641464,0,-0.403086037561297,FALSE
140,830,2,0.511622018290542,0.701784335374711,-0.076152234641464,0.05,-0.164010082442705,FALSE
141,924,1,-0.860892602190203,-0.262197489402468,-0.925114108109646,0,0.326418995321911,FALSE
141,924,2,-0.879065721549509,-0.262197489402468,-0.925114108109646,0.05,0.258245875962605,FALSE
142,247,1,-1.29875459742551,-1.57214415914549,0.39127875007097,0,-0.117889188350993,FALSE
142,247,2,-1.02439226178755,-1.57214415914549,0.39127875007097,0.05,0.106473147286963,FALSE
143,87,1,-1.11503520720412,-1.51466765378175,0.350204436222438,0,0.0494280103551963,FALSE
