i,j,y,t,alpha_hat,psi_hat
100,820,-0.34197750815893,1,-1.2846727382831753,0.7672684140533702
100,22,-0.928751690146449,2,-1.2846727382831753,0.5313478642076015
101,424,0.550102820184496,1,-0.6583788858201761,1.172798596285102
101,249,-0.194548994260018,2,-0.6583788858201761,0.4995130012797281
102,59,-0.687363025540302,1,-0.584767215932458,-0.17867219791749206
102,59,-0.839515802159598,2,-0.584767215932458,-0.17867219791749206
103,699,-1.09970938571462,1,-0.7267848920546792,-0.37266045975206075
103,699,-1.09918131789886,2,-0.7267848920546792,-0.37266045975206075
104,95,-0.721737563522079,1,-1.5301501208316228,0.675400330300007
104,95,-0.987762017541153,2,-1.5301501208316228,0.675400330300007
105,140,-0.30372474498555,1,-0.37235032143928193,-0.3394209850023281
105,140,-1.11981786789767,2,-0.37235032143928193,-0.3394209850023281
106,435,-0.555193505070255,1,-1.605976814250654,1.0518807820131433
106,24,-0.715893688663933,2,-1.605976814250654,0.8889856527539768
107,687,-2.58732896383615,1,-2.377222376968223,0.2780250770775781
107,687,-1.61106563594514,2,-2.377222376968223,0.2780250770775781
108,917,0.594700329747774,1,-0.849039161144735,1.4034859478777264
108,917,0.514193243718209,2,-0.849039161144735,1.4034859478777264
109,315,0.540557141458582,1,0.19629229117757424,0.3571118184614453
109,315,0.566251077819457,2,0.19629229117757424,0.3571118184614453
110,461,-0.787839220022149,1,-0.9182183994973203,0.1479688740508334
110,461,-0.752659830870825,2,-0.9182183994973203,0.1479688740508334
111,18,0.0420083853507894,1,-0.11154732789005184,0.3293757772078105
111,18,0.393648513284728,2,-0.11154732789005184,0.3293757772078105
112,625,-1.097648597733,1,-2.001376584613931,0.8969474985426209
112,625,-1.11120957440962,2,-2.001376584613931,0.8969474985426209
113,185,0.280770425452634,1,-0.7177912334980316,0.6113467313486092
113,185,-0.493659429751479,2,-0.7177912334980316,0.6113467313486092
114,712,1.28957089531965,1,-0.08849246180247872,1.2918996950314088
114,712,1.11724357113821,2,-0.08849246180247872,1.2918996950314088
115,148,1.52507244638492,1,-0.002933887282058012,0.8907570722695849
115,148,0.250573923590134,2,-0.002933887282058012,0.8907570722695849
116,535,1.26947605530811,1,-0.30669764960127655,1.2259811080945235
116,535,0.569090861678384,2,-0.30669764960127655,1.2259811080945235
117,351,0.341990236509916,1,-0.5988604860639766,1.2973999426034346
117,351,1.055088676569,2,-0.5988604860639766,1.2973999426034346
118,699,-1.54702736749198,1,-1.5109547385577038,-0.37266045975206075
118,173,-1.42371178132893,2,-1.5109547385577038,0.4238307880465578
119,227,-1.18327357390276,1,-1.280726132363004,0.004469507219348706
119,227,-1.36923967638455,2,-1.280726132363004,0.004469507219348706
120,867,-0.312543998556808,1,-0.4264078845403974,0.13642476826224342
120,867,-0.2674222339995,2,-0.4264078845403974,0.13642476826224342
121,199,-0.376857126290695,1,-1.2071270596647314,0.9369253265032235
121,199,-0.163546340032321,2,-1.2071270596647314,0.9369253265032235
122,677,0.47859981727753,1,-0.6718397964799578,0.6909630032572154
122,677,-0.440353403723015,2,-0.6718397964799578,0.6909630032572154
123,655,-0.341435549331445,1,-1.0459409394125343,0.5162135678499732
123,655,-0.718019193793677,2,-1.0459409394125343,0.5162135678499732
124,91,0.909996031583837,1,1.3185426564145777,-0.43744124817667057
124,379,1.65719486157036,2,1.3185426564145777,0.36754682850171233
125,902,-0.788556500113574,1,-1.1802716842287468,0.7535102527004617
125,902,-0.0649663629429964,2,-1.1802716842287468,0.7535102527004617
126,989,0.314558903994466,1,0.10180015552536903,0.3128269948383785
126,989,0.514695396733029,2,0.10180015552536903,0.3128269948383785
127,550,-0.277495677569002,1,-0.6683998334483047,0.38591673487077716
127,550,-0.287470519586053,2,-0.6683998334483047,0.38591673487077716
128,784,-1.16453810530961,1,-1.1334221432499412,-0.23453944583721903
128,784,-1.57138507286471,2,-1.1334221432499412,-0.23453944583721903
129,462,-0.0703109932875773,1,-0.4856481631282693,0.7488954772111032
129,462,0.596805621453245,2,-0.4856481631282693,0.7488954772111032
130,805,1.89242057799693,1,0.9763552483752738,1.2012008734257063
130,805,2.46269166560503,2,0.9763552483752738,1.2012008734257063
131,629,0.586918605296407,1,0.1306742472428859,0.6750198905480358
131,923,1.27966165096792,2,0.1306742472428859,0.9302118712305193
132,655,-0.0142179929606381,1,-0.32540865576306877,0.5162135678499732
132,655,0.395827817134447,2,-0.32540865576306877,0.5162135678499732
133,9,0.0884734016745814,1,-1.3700152084520472,1.2995000291662773
133,9,-0.229503760246121,2,-1.3700152084520472,1.2995000291662773
134,295,-2.44689000770427,1,-2.89184939415132,0.5323132205700755
134,295,-2.27218233945822,2,-2.89184939415132,0.5323132205700755
135,374,1.28222330032025,1,0.794050847763378,0.598205735336432
135,374,1.50228986587937,2,0.794050847763378,0.598205735336432
136,86,-1.28934199527942,1,-2.027179831003161,0.6276550366377607
136,86,-1.50970759345138,2,-2.027179831003161,0.6276550366377607
137,407,0.766672304946638,1,0.4504701009892211,0.13763712043112092
137,407,0.409542137894046,2,0.4504701009892211,0.13763712043112092
138,177,1.72540139513663,1,1.5453736188075102,0.2150084636131151
138,631,1.71757451526381,2,1.5453736188075102,0.13722020917230435
139,727,-0.663409384214007,1,-1.9956351667295866,1.4632526058411597
139,727,-0.401355737562847,2,-1.9956351667295866,1.4632526058411597
140,830,0.22254606317195,1,-0.057814085640773005,0.424898126372019
140,830,0.511622018290542,2,-0.057814085640773005,0.424898126372019
141,924,-0.860892602190203,1,-0.23821474183814895,-0.6317644200317071
141,924,-0.879065721549509,2,-0.23821474183814895,-0.6317644200317071
142,247,-1.29875459742551,1,-1.8463827978842093,0.6848093682776792
142,247,-1.02439226178755,2,-1.8463827978842093,0.6848093682776792
143,87,-1.11503520720412,1,-1.7675846925621124,0.5806636212709623
143,87,-1.25880693537818,2,-1.7675846925621124,0.5806636212709623
144,442,-0.809153829561513,1,-2.078203591038233,1.0719586952228612
144,442,-1.20333596206923,2,-2.078203591038233,1.0719586952228612
145,219,-1.03574137720725,1,-0.6866804095377709,-0.3981985360625341
145,219,-1.13401651399336,2,-0.6866804095377709,-0.3981985360625341
146,408,-0.708917219489011,1,-1.2602224753435685,0.507874330149052
146,806,-0.552565751050894,2,-1.2602224753435685,0.75108764999818
147,92,1.78567669670848,1,0.5614803729978355,1.061197350990145
147,174,0.133559058693751,2,0.5614803729978355,-0.26492234158358485
148,844,2.74718204625037,1,2.101950430216985,1.0707934324200903
148,844,3.59830567902378,2,2.101950430216985,1.0707934324200903
149,787,-0.943653999675078,1,-1.8305671796358594,0.6208946783165302
149,787,-1.47569100296358,2,-1.8305671796358594,0.6208946783165302
150,369,0.786343137702837,1,-0.38199310338963444,0.9903913573658445
150,369,0.430453370249583,2,-0.38199310338963444,0.9903913573658445
151,491,0.963472850481473,1,0.3425531525713905,0.7661781806399159
151,491,1.25398981594114,2,0.3425531525713905,0.7661781806399159
152,60,0.507848695471456,1,0.0654713199877861,0.4405199805921596
152,918,1.57528910294774,2,0.0654713199877861,1.511675177851464
153,68,-1.72812470002034,1,-1.5731219669856296,0.09617928647146462
153,68,-1.22576066100799,2,-1.5731219669856296,0.09617928647146462
154,583,-0.322851713340993,1,-0.2942784805960831,-0.1098418096564174
154,583,-0.485388867164008,2,-0.2942784805960831,-0.1098418096564174
155,791,-0.480928344602662,1,-0.96833416266355,0.15415061011191905
155,791,-1.1474387605006,2,-0.96833416266355,0.15415061011191905
156,949,-0.175387978407958,1,0.07979009176420902,0.0857666103379685
156,949,0.506501382612313,2,0.07979009176420902,0.0857666103379685
157,215,0.231641526769025,1,-1.1802673227422447,1.0502294605612457
157,215,-0.491717251131023,2,-1.1802673227422447,1.0502294605612457
158,332,0.41839392325786,1,0.04883095813986538,0.2078910996136331
158,687,0.165184169713082,2,0.04883095813986538,0.2780250770775781
159,956,-1.29256877776844,1,-0.8358824358314418,-0.3525908953784287
159,25,-1.27114023865871,2,-0.8358824358314418,-0.5393532493858376
160,526,0.79702925338176,1,0.5803291520970704,0.3271123583536745
160,526,1.01785376751973,2,0.5803291520970704,0.3271123583536745
161,811,-1.13168940599675,1,-1.6002963310779514,0.3710036028912515
161,811,-1.32689605037665,2,-1.6002963310779514,0.3710036028912515
162,684,-1.0078582279742,1,-1.6818392367424169,0.8064315770171244
162,684,-0.742957091476385,2,-1.6818392367424169,0.8064315770171244
163,575,3.12850484836327,1,2.285196215428947,0.8857631350331928
163,575,3.21341385256101,2,2.285196215428947,0.8857631350331928
164,821,-0.342349183971533,1,-1.0393330923227528,0.911287656485973
164,835,-0.475319159252267,2,-1.0393330923227528,0.3497101849357328
165,831,1.11111082267803,1,-0.29247499367429586,1.1897388914201128
165,831,0.683416972813604,2,-0.29247499367429586,1.1897388914201128
166,18,0.570395038881624,1,0.24710700954449494,0.3293757772078105
166,18,0.582570534622987,2,0.24710700954449494,0.3293757772078105
167,180,-0.213987939834075,1,-0.8060912937714444,0.7615564364566434
167,180,0.124918225204473,2,-0.8060912937714444,0.7615564364566434
168,355,0.212418990407411,1,0.24764325141358332,-0.049813673715919805
168,355,0.183240164987916,2,0.24764325141358332,-0.049813673715919805
169,547,0.538989790263752,1,-0.10952743711550239,0.4313594377813082
169,572,1.35415448149997,2,-0.10952743711550239,1.6808397082134185
170,517,-0.605924382296171,1,-1.235276007896665,0.7968080562870326
170,467,-0.757031628301301,2,-1.235276007896665,0.3107879489088254
171,921,0.0589790721267493,1,-0.14735895068360705,0.11095149019258019
171,921,-0.131793993108803,2,-0.14735895068360705,0.11095149019258019
172,971,0.018760267912185,1,-0.7193490281980338,0.6886749267244162
172,971,-0.0801084708594201,2,-0.7193490281980338,0.6886749267244162
173,480,2.73693929521879,1,1.6934574935789175,1.0171056881900074
173,480,2.68418706831906,2,1.6934574935789175,1.0171056881900074
174,204,-1.16538837116046,1,-1.6154454823900242,0.8170238885205107
174,204,-0.431454816578567,2,-1.6154454823900242,0.8170238885205107
175,81,-0.574544965605644,1,-1.2707409947851556,0.6952177583596906
175,81,-0.576501507245286,2,-1.2707409947851556,0.6952177583596906
176,689,0.624222631263401,1,-0.35942538568946125,0.931010062665156
176,545,0.585062374703311,2,-0.35942538568946125,0.9971257146804785
177,276,1.60057708536177,1,-0.25034190438264003,1.8127746791003752
177,276,1.5242884640737,2,-0.25034190438264003,1.8127746791003752
178,729,1.096645082009,1,-0.011937589550789829,1.0480682046542362
178,729,0.975616148197893,2,-0.011937589550789829,1.0480682046542362
179,982,-0.0875037484421545,1,-0.5263863533208455,0.34367582752942366
179,982,-0.277917303140689,2,-0.5263863533208455,0.34367582752942366
180,248,-1.06903885572124,1,-1.2853228944509247,0.48722932480929215
180,248,-0.527148283562025,2,-1.2853228944509247,0.48722932480929215
181,939,1.36524431937278,1,0.6919250619379306,0.8072423767091806
181,249,1.32536118249199,2,0.6919250619379306,0.4995130012797281
182,129,-0.674077447990997,1,-0.7526476988107563,0.3906596990247244
182,129,-0.0498985515810668,2,-0.7526476988107563,0.3906596990247244
183,19,-1.62668847521028,1,-1.6205343098567384,-0.12053721430909108
183,484,-1.29237270935155,2,-1.6205343098567384,0.44254464946073796
184,313,-0.360490976961081,1,-0.6244868593313794,0.3902030118393119
184,313,-0.108076718023054,2,-0.6244868593313794,0.3902030118393119
185,887,0.301420217482347,1,-0.2862611232623036,0.40826144909827944
185,887,-0.0574195658103953,2,-0.2862611232623036,0.40826144909827944
186,563,1.6622160628555,1,0.5842294540351933,0.7913162018839911
186,773,1.35120197402699,2,0.5842294540351933,1.0536429269281122
187,942,0.459264844527755,1,-0.3177107710159164,0.8610878113807134
187,942,0.627489236201839,2,-0.3177107710159164,0.8610878113807134
188,28,1.96629687762462,1,0.266729650902068,1.205912151900177
188,28,0.97898672797987,2,0.266729650902068,1.205912151900177
189,47,-0.540262761308364,1,-1.22396579664528,0.7564401461363274
189,47,-0.394788539709541,2,-1.22396579664528,0.7564401461363274
190,427,-0.195568337732972,1,-0.39488364194532943,-0.22222004842314658
190,427,-1.03863904300398,2,-0.39488364194532943,-0.22222004842314658
191,632,0.026497853169025,1,-0.93567530117947,0.9212763190886306
191,632,-0.0552958173507037,2,-0.93567530117947,0.9212763190886306
192,105,0.567496529364684,1,-0.3602427671639401,1.115081285090699
192,105,0.942180506488834,2,-0.3602427671639401,1.115081285090699
193,65,-0.222725244097332,1,-1.1837407415177177,0.48080178330364176
193,65,-1.18315267233082,2,-1.1837407415177177,0.48080178330364176
194,827,-1.91002499750391,1,-1.6509343561481922,-0.22138919607786806
194,827,-1.83462210694821,2,-1.6509343561481922,-0.22138919607786806
195,306,2.23138163583808,1,1.9138555902006664,0.38045476009301865
195,306,2.35723906474929,2,1.9138555902006664,0.38045476009301865
196,262,0.905565700092231,1,0.35963137644039084,0.2901203011640197
196,262,0.39393765511659,2,0.35963137644039084,0.2901203011640197
197,631,-1.7252361777386,1,-1.5823954490299144,0.13722020917230435
197,631,-1.16511430197662,2,-1.5823954490299144,0.13722020917230435
198,91,-1.70708445367151,1,-1.0130574568298294,-0.43744124817667057
198,91,-1.19391295634149,2,-1.0130574568298294,-0.43744124817667057
199,977,-1.1259175151804,1,-1.9202041489158619,0.6209695323234136
199,76,-2.55663306057834,2,-1.9202041489158619,-0.4631118102504298
200,383,1.87373149403136,1,0.9823484458182603,1.0289567829863249
200,383,2.14887896357781,2,0.9823484458182603,1.0289567829863249
201,441,2.09580849015115,1,1.1388214171852655,0.9408265396930989
201,441,2.06348742360558,2,1.1388214171852655,0.9408265396930989
202,72,-0.0914765508231113,1,-1.6003053195335784,1.2667658286508732
202,72,-0.575602430942299,2,-1.6003053195335784,1.2667658286508732
203,657,1.40954968233932,1,-0.19962106691558357,1.3181667786916635
203,657,0.82754174121284,2,-0.19962106691558357,1.3181667786916635
204,633,0.56734251483422,1,-0.7552323187333325,1.0376113916101097
204,633,-0.00258436908066545,2,-0.7552323187333325,1.0376113916101097
205,9,-0.456002632472434,1,-1.5233730134249264,1.2995000291662773
205,9,0.00825666395513562,2,-1.5233730134249264,1.2995000291662773
206,689,-0.451350819363466,1,-1.259847974767892,0.931010062665156
206,689,-0.206325004842006,2,-1.259847974767892,0.931010062665156
207,495,0.0706992590274719,1,-0.970673404529155,1.086827466191223
207,495,0.161608864296664,2,-0.970673404529155,1.086827466191223
208,477,2.28531232648283,1,1.1688036559357555,0.8935724676472195
208,477,1.83943992068312,2,1.1688036559357555,0.8935724676472195
209,983,0.00282836656024002,1,-0.7096774249499864,0.39179863368398926
209,919,-0.793792479469312,2,-0.7096774249499864,0.23659210330691172
