j,psi
163,-0.122523208153981
164,-0.178661954892664
165,0.188716831868813
166,-0.42711208048262
167,-0.198743445675248
168,0.602093307464703
169,-0.34627906685805
170,-0.932142132172588
171,0.744468648440639
172,0.220663512684922
173,-0.280825754120429
174,-0.476775540745471
175,-1.24732126503976
176,0.473966926866136
177,-0.261440351629428
178,-1.06193104597992
179,0.125857246040929
180,0.264349463315212
181,0.0231602879684078
182,0.183816399031896
183,-0.0216424470000918
184,0.55920396625891
185,0.186352975815346
186,0.398586025482201
187,-0.221905749085498
188,-0.296537243648261
189,0.493408023931291
190,0.0964113165476908
191,-0.0965941399771105
192,0.199525308188478
193,-0.287718086747803
194,0.699040492993218
195,-0.659439753604147
196,0.0628257969495909
197,0.128709208540329
198,0.426036058023838
199,0.457318189811199
200,-0.073619195165364
201,-0.571992525699067
202,0.197057770669049
203,0.436693795956889
204,0.16234896388153
205,-0.389253930892612
206,0.0280975136700362
207,-0.805556036729699
208,0.00460784251467183
209,-0.0343292766836851
210,0.3690494636152
211,-0.329039878937835
212,-1.22285766150373
213,0.146542370764831
214,-0.487371196623718
215,0.231650487736204
216,-0.394549577478468
217,-0.533559681926788
218,-0.123744022420312
219,-0.815288489378081
220,-0.343475472470289
221,-0.0436870877513591
222,-0.376842293409572
223,0.150334316584382
224,-0.084033175793185
225,-0.283346333855435
226,0.548948429218617
227,-0.229910200695241
228,-0.113762114004877
229,0.224723768957726
230,0.566053154837461
231,-0.826825903822312
232,-0.550706448252744
233,-0.459578048883352
234,0.152644652798937
235,-0.0583611558733546
236,0.568335396105952
237,-0.598078346982692
238,-0.0513570951110105
239,0.155622755531413
240,-1.01712484177002
241,-0.320121901316817
242,0.913365445785541
243,-0.133102787523658
244,-0.212890908378476
245,0.494282386926533
246,0.405037259420758
247,0.39127875007097
248,0.0880679942766391
249,-0.149885188403711
250,0.304497999616737
251,0.197330086946086
252,0.281223580795868
253,0.658235889444152
254,-0.248534798337078
255,-0.851280545980636
256,-1.09745213858495
257,0.738959912395377
258,-0.157551877132711
259,-0.44081440240345
260,-0.553465592330836
261,-0.465337445219698
262,-0.0699043452232419
263,-0.253130527792918
264,-0.512673600460274
265,-0.105934144299052
266,0.313334023705327
267,-0.788315145432204
268,1.24318885243166
269,-0.0390224317104084
270,0.434931127611122
271,0.0104292545831385
272,0.499369946920751
273,0.541003168612106
274,0.985965988561169
275,-0.421677022447294
276,1.06483426884597
277,0.00102051916579039
278,-0.177302213395718
279,-1.48544118062955
280,-0.991887212016997
281,-0.143428957373898
282,0.262971313204695
283,-0.286277058221738
284,-0.162158138833604
285,-0.506416218413942
286,0.893926501999446
287,-0.538171605108369
288,0.235915411517782
289,0.0911606578345781
290,0.038127618315084
291,0.193974654234949
292,-0.216593073221085
293,0.13684253794772
294,0.719344211188655
295,-0.128203770565416
296,0.630116196177748
297,-0.230898959292882
298,-0.0664131989349691
299,0.0172351710896311
300,-0.197584929689415
301,-0.154499577191578
302,0.15379939636624
303,-0.941978704317813
304,0.913242038148433
305,-0.088982501668284
306,0.182072703874825
307,0.193649098811191
308,0.414459425525615
309,-0.701449026206123
310,0.0417330293348273
311,0.302977765837356
312,0.250524705859024
313,0.0504815666351556
314,-0.5504318600935
315,-0.141048867094792
316,-1.20563947341765
317,-0.00103775268145969
318,0.254012315892501
319,-0.263284081124377
320,0.721018426953215
321,-0.343713808055748
322,-0.0105938442077742
323,0.606978363909363
324,0.0500856558820349
325,-1.09816911933536
326,0.00975719280271686
327,0.0774283083219715
328,-0.215405211709839
329,0.106197246086497
330,0.529253062320354
331,0.0533280423240262
332,-0.476474054442137
333,0.701156672366746
334,0.98957303954867
335,0.450732888854054
336,0.271652456990233
337,-0.115200495902869
338,-0.62491040457145
339,0.0709213573303861
340,-0.616044597154406
341,0.31282073624207
342,0.476491668609304
343,0.422247577544242
344,0.334254809956742
345,0.0782288159931284
346,0.301770606660121
347,0.807175990964927
348,0.0244077009029063
349,0.889802718262442
350,-0.126495628491376
351,0.863048130876048
352,0.0786132679147119
353,0.368264518881159
354,-0.221776655415738
355,-0.494353245008882
356,-0.209335535707785
357,0.175131342164596
358,-0.264854491867268
359,0.687817560876235
360,0.528493515552406
361,0.303558110490104
362,-0.214810640917557
363,0.16962179000328
364,-0.100274681038555
365,0.827996803197391
366,-0.347896652461422
367,0.10490848457761
368,-0.320653805534184
369,0.244065714143905
370,1.45997052170481
371,0.127039570954437
372,0.0963671268647615
373,0.21769581083559
374,-0.0473596167968306
375,0.791816888184758
376,-0.0453803467202451
377,-0.0726315087261554
378,0.228025383435924
379,0.0317711689095088
380,-0.192967119717263
381,-0.492808405093231
382,0.552870146074092
383,0.267954171824306
384,-0.364933265664914
385,0.244406798212316
386,-0.360566848886869
387,0.29973509080715
388,-0.173160118738753
389,-0.139681241487853
390,0.162759078982634
391,-0.459481256692918
392,0.555741523210022
393,0.223235027068861
394,-0.217831042681962
395,0.96118316424717
396,-0.490108176556567
397,0.933951141342381
398,0.377387042043399
399,-0.275549912689671
400,-0.0193763760088288
401,-0.292264524291642
402,0.644633843520935
403,0.150526694108221
404,0.276937414896845
405,1.03181345912644
406,-1.18038363494964
407,-0.346655267200779
408,0.32354608066295
409,-0.568368804712416
410,0.970912091801074
411,0.284707714064736
412,0.750637973196922
413,0.182078868178111
414,-0.535023441918427
415,0.229590721059453
416,-0.614905466424771
417,0.695496955697381
418,0.657910677576446
419,0.810840083354293
420,0.268793681986541
421,0.316767103836101
422,-0.624768146646514
423,0.132235883484854
424,0.579839279593816
425,-0.712617897266536
426,0.244112221030519
427,-0.941771752345613
428,0.761302331650517
429,-0.364645756768416
430,0.274311962719024
431,-0.391921131444417
432,-0.00421554201935248
433,-0.822209291151897
434,-1.29738963176937
435,0.468951305648367
436,0.234434900789853
437,0.579370858241724
438,0.503113488085381
439,-0.170376229784823
440,-0.298437078050103
441,0.440469050725779
442,0.531895414880333
443,0.249238776127985
444,0.0428175349904748
445,-0.292179668020102
446,0.451954515914765
447,0.408067362796717
448,0.251072807730741
449,1.28626494922999
450,-0.647896528349862
451,-0.251503956355034
452,0.121677140180762
453,-0.591491041874619
454,-0.316041421377994
455,-0.661832172870655
456,0.847220510251223
457,-0.297300108110457
458,0.209344408889672
459,1.03058624161338
460,0.257172215087973
461,-0.335699693448243
462,0.347893022114424
463,0.0145463139218626
464,-0.244805828994821
465,-0.926604324653862
466,1.00252075456112
467,-0.339288960722642
468,-0.038198674701494
469,-0.081999743670993
470,-0.309079704138607
471,0.593658261411149
472,0.130505434457935
473,-0.640256064136439
474,0.0732572340622938
475,1.50722559655877
476,0.0740348861732067
477,0.321030367531354
478,0.545416622852971
479,-0.281303205288679
480,0.532267116098374
481,0.981267949247238
482,0.123142039767073
483,0.602998028859945
484,-0.116694451707632
485,0.421118329748743
486,-0.781694963420684
487,-0.448164890256005
488,0.213066019217632
489,0.292339972660872
490,0.721822272359463
491,0.209163219540824
492,0.736059025237987
493,0.871417135661991
494,0.719806868849782
495,0.584860026721034
496,0.37968585525642
497,-0.941330681683437
498,-0.0777629751404507
499,-0.401413422121458
500,0.946252238633457
501,0.176006281867305
502,-0.151266494002107
503,-0.276169917163553
504,-0.225189627574689
505,0.466157008931242
506,-0.369421262797122
507,0.814515148605418
508,-0.700281872594711
509,0.027192130563335
510,-1.15613681339028
511,0.154009728289992
512,-0.731424214872327
513,-0.352183916151812
514,-0.982059935694214
515,0.321819911029747
516,-0.17707646435321
517,0.10801403301273
518,-0.404151256051578
519,-0.585816905307073
520,-0.742910495692541
521,-0.389048729546165
522,-0.139169978944026
523,-1.24176819652869
524,-0.546490911024982
525,-0.760781463765484
526,-0.2270910525326
527,-0.905847201431749
528,-0.141313784891419
529,0.821233321564577
530,-0.170194557227904
531,0.263132198830999
532,-0.0172632994788032
533,-0.0911272366281232
534,-0.871211946405456
535,0.638665782309292
536,0.93835002660941
537,0.481179687963981
538,-0.301019101675869
539,0.0969742476263865
540,-0.723339256941565
541,0.127626723313763
542,-0.274296432460122
543,-0.597572597922952
544,-0.104382761023676
545,0.347492274010071
546,0.641167129646763
547,-0.0826463008844652
548,0.690692805250979
549,0.56000835512585
550,-0.222526500309008
551,-0.677426121109392
552,-0.612768811459709
553,0.562979924234319
554,0.312822933674004
555,-0.342873823710432
556,-0.878097121953893
557,-0.422248257176715
558,0.190833367267725
559,0.0748885339139612
560,-0.45769779651479
561,0.228254754594293
562,-0.49425954372107
563,0.256678531783796
564,-0.437183877397745
565,-0.0781608795646205
566,0.795437406864377
567,-0.183748938234093
568,-0.316148959600177
569,0.607236029050987
570,-0.619916649097828
571,0.0660636297462279
572,1.15334280683971
573,0.423082215702661
574,-0.368816053899854
575,0.312153927730013
576,0.591112718481473
577,-0.123684826732201
578,0.134087865282798
579,-0.56638511392616
580,0.52528387780677
581,0.610895695672783
582,-0.723893076768995
583,-0.621169367733041
584,-0.169629164043853
585,-0.488120108374887
586,-0.337201117386281
587,-0.661611696153036
588,-0.431681629769517
589,0.800745220692182
590,-1.01060426361039
591,-1.15571541356405
592,0.176525533375603
593,0.289247255943387
594,-0.63295347935276
595,0.640929438581091
596,-0.167591941421918
597,-0.922571105001992
598,-0.353221962711946
599,-0.784083566693226
600,-0.863467783679982
601,0.0853788627299419
602,0.382937310769482
603,-0.677703973408311
604,0.0111703222445664
605,-0.0632855588905029
606,0.721389858018244
607,-0.519633087240182
608,-0.553371244751677
609,-0.687288318009337
610,0.28386049629369
611,0.229531645119686
612,-0.32647289804037
613,-0.323669488884588
614,-0.568114709769784
615,0.135884367780204
616,0.780863637130371
617,-0.225124251872676
618,0.477481478929536
619,-0.195397187215709
620,0.246940093623581
621,0.840950375976172
622,-0.229515575375806
623,0.573281401738104
624,-0.64045792107439
625,0.315529528044633
626,-0.323197414091143
627,-0.100493241454807
628,-0.0110551412031325
629,0.128636730042289
630,0.453966899973489
631,-0.34110614022215
632,0.248523832183198
633,0.641551648903721
634,0.0370203949774753
635,-0.917997889201655
636,-0.830342796500983
637,-0.662077429986571
638,0.17073106596306
639,-1.02886795446059
640,0.409982367019457
641,0.135467391223474
642,0.599424119087497
643,0.297905177954822
644,-0.0357931630136002
645,-0.371267516653178
646,-0.0449203932727232
647,-1.08507827309885
648,0.703799345425452
649,0.250349456799637
650,0.712083316243439
651,0.903378746659493
652,-0.527120072433546
653,0.506500331709326
654,0.809215676478759
655,-0.13579997706957
656,-0.21522417492244
657,0.674418722430206
658,0.375589448310322
659,0.0372819354084911
660,-0.16284546608538
661,-0.234665747403946
662,-0.514191588250585
663,0.347631758653457
664,-0.0653599869465761
665,-0.49635056666674
666,0.503419834644318
667,-0.0907826555792431
668,-0.411910311173228
669,-0.0766033020996264
670,0.494968475002957
671,0.166526204178575
672,-0.332364115273989
673,0.253976059600311
674,0.298204155339813
675,0.0983937951245882
676,0.378460496678282
677,0.16801263549731
678,-0.0545959766681931
679,-0.435563225524379
680,-0.157706558024918
681,0.0515965688221095
682,-0.547405498116875
683,0.795103195382249
684,0.241484822014812
685,-1.09088044458639
686,-0.336739617858507
687,-0.225900109755365
688,0.0114227964144666
689,0.429239846208642
690,-1.37762205847046
691,0.0175396459003539
692,0.164260886305426
693,-0.30577790557038
694,-0.210720699341667
695,0.931780698734715
696,-0.43140162713769
697,-0.214637641840493
698,-0.38101973711778
699,-0.955882149405872
700,-1.18695093699271
701,-0.601072500110197
702,1.13042244749671
703,-0.229702839387878
704,-0.0895969408447997
705,0.31742311508862
706,0.467355528827279
707,0.212358140764005
708,-0.625946979428032
709,-0.0584759432425751
710,0.927391318166473
711,0.113916629868807
712,0.852420045829674
713,0.0146004701865786
714,-0.362423749296466
715,0.0484764888212581
716,0.0264535266892219
717,0.171444174163177
718,0.93725239992837
719,-0.692994749804621
720,0.72461984266267
721,-0.0550256056823177
722,0.568832150093006
723,0.253528556577518
724,-0.441768831746852
725,-0.286827623997028
726,0.260714491187918
727,0.813843710798995
728,-0.450425819391368
729,0.495228840288168
730,0.380456152887036
731,0.309114801602513
732,0.366679431022597
733,0.117662010684673
734,0.578959835738707
735,0.294912132178256
736,0.437637511692805
737,-0.617772415554322
738,-0.266997647432783
739,-0.509357052273494
740,0.366269139468756
741,-0.0425841595726345
742,0.768522165624539
743,-0.312140306638246
744,0.144103228372999
745,-0.200359035182704
746,0.29379866153957
747,0.129435855921437
748,-0.418025669520476
749,0.4272798521303
750,-0.39376595252656
751,0.404672650086294
752,0.490419131798476
753,0.565550884894122
754,0.095542788390793
755,0.552210030440753
756,-0.222082339756121
757,0.090840874739289
758,0.543949172527767
759,-0.116135720252724
760,0.459225732740869
761,0.921981417618034
762,-0.125356461474832
763,0.0192376983783353
764,0.473286994277713
765,-0.203375785914012
766,-0.0122799637715919
767,0.0897311098918675
768,0.35993564911201
769,0.0112274118475754
770,-0.0574763356315365
771,-0.882063012521801
772,-0.268969006392152
773,0.49549469852052
774,0.13083995872396
775,0.101423019669116
776,-0.038454681024078
777,-1.1932710911273
778,-0.273439496042877
779,-0.25433902026927
780,0.0959281775344276
781,0.706977560786189
782,-0.934509750115368
783,0.305592422238311
784,-0.38520324170741
785,-0.25924966051185
786,0.425766743704694
787,0.0526162155358089
788,-0.262720696457295
789,-0.614308917132788
790,0.429427439779225
791,-0.436773399464056
792,-0.0855446482091081
793,-0.00728544180382149
794,0.462451236503664
795,-0.342207747544527
796,-0.309233344266783
797,0.633969932760049
798,-0.661439797059152
799,0.744140488922389
800,-0.474668868558305
801,0.398083317292768
802,-0.176400816056939
803,0.0242333686810072
804,0.156209696322231
805,0.666667265565686
806,0.170067886407573
807,0.25517523199133
808,0.525780612499602
809,0.251545463056638
810,0.630382572899897
811,-0.0406589474250131
812,-0.598778981786818
813,0.124232410290948
814,0.82536491891506
815,0.206688918833337
816,-0.0686758163671252
817,0.333017256054417
818,-0.372849845438879
819,-0.651264592364296
820,0.38137279550164
821,0.197674353287103
822,-0.178403898246094
823,-0.307677837372187
824,0.293335737249859
825,-0.131160441767505
826,-0.591230413714545
827,-0.695319128881795
828,0.327705854251574
829,-0.69443489019097
830,-0.076152234641464
831,0.594978170402145
832,-0.546146271311477
833,0.891942470344364
834,0.117286349327911
835,-0.0822361312610194
836,0.106974908709303
837,-0.0528746650970956
838,0.32092030805898
839,-0.0370697031475177
840,0.592117771106968
841,-0.00111948642416337
842,-0.449721296868501
843,0.209069571234292
844,0.68156275415037
845,0.294862037638823
846,0.631400448849489
847,-0.396314883405963
848,0.0555282432444023
849,0.272954883286668
850,0.412912176629668
851,0.334100594645247
852,0.121437325845792
853,-0.327826259123684
854,-0.0428191336996338
855,0.0797916322114933
856,0.405218823939288
857,-0.997034980298903
858,-0.569604308765702
859,0.374171458433418
860,-0.287921858428787
861,-0.534785454491051
862,-0.575073429062166
863,-0.512471164329806
864,-0.493740663849748
865,-0.693460058258303
866,0.0259472267125628
867,-0.235853955953334
868,-0.574805720760923
869,-0.19023898578315
870,0.142191805249474
871,-0.598625846682836
872,-0.362844128044208
873,-0.263299028849429
874,-0.380877789845114
875,-0.615774119235348
876,0.237944988921428
877,0.508626411773552
878,-0.613604461448496
879,-0.286487904222784
880,-0.286031283801576
881,0.223118794453465
882,-0.109994877785656
883,-0.149668436876731
884,-1.07406062829534
885,-0.278943643195872
886,-0.663440166719233
887,0.143332148938953
888,-0.0201719085047346
889,-0.299228827493716
890,0.397358568275325
891,-1.32900715652973
892,-0.217157668202422
893,0.331088866253124
894,-0.0418563743031794
895,0.225515794161279
896,0.461345986917363
897,0.354272625526089
898,0.289810788306957
899,0.314691444302893
900,-1.00323539607986
901,0.0428210194708915
902,0.142053535282723
903,-0.0345547503982475
904,-0.927008476118255
905,-0.483307877004301
906,-0.411114009781866
907,0.486897197969346
908,-0.0988301166224574
909,0.395748255861225
910,0.0944946106354735
911,-0.452654889182386
912,-0.138337357813062
913,0.146546022688917
914,-0.46723182737667
915,0.231454414163799
916,0.536282850873861
917,0.726191070033057
918,1.00061209612868
919,-0.404671034124449
920,-0.299038001084246
921,-0.323208769505119
922,-0.403558844244767
923,0.302264477168618
924,-0.925114108109646
925,0.703238843055437
926,-0.727506310380978
927,-0.672953520881022
928,0.0453862562267674
929,-0.375028864234183
930,-0.389976958480742
931,0.256061610115479
932,-0.0623413464042241
933,0.476152412631484
934,0.102622470207103
935,-0.035901333043938
936,0.473325803172748
937,1.08655297612131
938,-0.315828852587237
939,-0.0126649745565852
940,0.401559144923965
941,-0.0237509000702634
942,0.256548870471269
943,0.926593835432999
944,0.734295210165852
945,-0.0609921773421325
946,0.339132193128839
947,0.305732639114118
948,-0.0788183898298653
949,-0.575657887002515
950,-0.20901576120425
951,0.18240097051848
952,0.363895562539492
953,-0.207615551025342
954,-0.111517525263993
955,-0.246584756809445
956,-0.877274591554104
957,-0.441341111045077
958,0.0913061249750856
959,-0.144322377945184
960,-0.203073436631441
961,-0.24666174803248
962,-0.555895436490506
963,0.444439793397616
964,0.142919603918269
965,-0.704833582107041
966,-0.457954203161054
967,0.117832380103079
968,-0.367272436631595
969,-0.261904028644885
970,0.00037973999451571
971,0.245010004710693
972,0.10432111306523
973,0.531340514644529
974,-0.191428607961127
975,-0.59192097582996
976,0.173612024920523
977,-0.125981102899674
978,-0.24629008499415
979,-0.0795139139582677
980,1.37851846457359
981,-1.0262232729137
982,0.0278287080272808
983,-0.174702226051927
984,-0.330056863682266
985,-0.0308319724336151
986,-0.365187851468693
987,-0.802190916436023
988,-0.731651392457667
989,0.0205837367442486
990,0.786187000384492
991,-0.158756390739288
992,0.369750059026803
993,0.206613106004917
994,-0.152378160215579
995,0.833922817985082
996,0.553726605749344
997,-0.179123833703732
998,0.470160887931226
999,0.102638892448174
